term_str,PC0,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9
bring,-0.0024199807821242703,-0.002518878969583658,-0.010265911967494032,0.005189584785326271,0.008811773859449652,-0.004350296461795796,0.014530128391074607,0.005695741124010333,0.004263779606436027,-0.0258171607651101
produce,-0.04422827463197765,0.008596206102759931,-0.000865082751302481,-0.010658741247802537,-0.0025125284140028853,-0.040283700721953565,0.014619809285017575,0.035512999959942775,-0.021868700554148312,-0.015755972773009816
perfect,-0.012965306335881773,-0.009394796710659976,-0.013936952938655935,-0.007863747853000525,0.005769864814296207,0.015538790810602445,0.006550508495634903,-0.00465427380599765,0.012096139841494439,-0.0026066575907189166
whence,-0.0104387072252188,0.01038010049093968,0.0036916037253222115,-0.006012817718689238,0.0014476562572216015,0.005377685479406994,0.008430041221274531,0.006733888436641351,0.005257140400612503,-0.0034697302433730004
day,0.01795386550133834,0.01926820514098288,-0.002667773268716598,0.03477460592947538,0.033886146308648106,-0.0015182212264257733,0.006075379452001115,0.0074367011684305625,0.032472930029898504,-0.022062317568015404
experience,-0.022607245062773385,0.013521652025346782,-0.042362306391645156,0.007695221852553366,-0.008047465448448239,-0.023245407652050964,0.01793166457688464,0.055118545201296366,0.003947053850197481,0.012043826616682367
due,0.004439228176613153,-0.0021313169539807306,-0.015676083202406946,-0.011735343690000191,-0.0024947886169961074,0.0015280662919157602,0.0026088529471176816,-0.00013358468021215384,-0.0020863645313167574,-0.012609483258523293
distinct,-0.10353926569226228,-0.011856028015292796,0.06532244691549208,-0.06364651370646758,0.026974682888227155,0.013673238066578214,-0.03442175498757694,-0.011386734282047707,0.0035692758541415385,-0.016633124207458282
occasion,-0.02407601750326001,0.002492828224880689,-0.00784416880040069,-0.012625439043689533,0.0028472662799131202,-0.01180507179026889,-0.0035341304262523007,0.01712421695501484,-0.009572038561459339,-0.02287677297416402
possible,0.008097295599256767,-0.024397241966662944,0.0030026735540629587,0.026482288319758424,-5.3939882375082654e-05,-0.009660222016300183,0.01836065421093696,0.005701928193166541,0.003629796085190454,-0.004298298206047366
receive,-0.018104416901152377,0.009437376723553997,-0.010114301499160263,-0.005788845088593189,-0.0034817380229090204,-0.03035039953268812,-0.01231702361993025,0.007515722140655647,-0.011945346941464895,-0.02698602810777777
question,0.014076651987455249,-0.009560269125713634,-0.007941430487387187,0.02485654387057078,0.003843698789187504,0.002805682387244629,0.02253364788858798,-0.018912128816008584,0.002515203073010197,-0.02307314672984276
former,0.006175996333272938,0.007138734432023624,-0.0033435321395286466,0.00932913148193394,-0.011334547403480182,-0.008997586224789434,0.024011661003696397,0.011052779691031547,0.0018712658623543023,0.027716630927399327
object,-0.004174074453164408,-0.016377273068722067,-0.014706948293952818,0.03804590369482525,-0.00665250806277573,-0.04976532143960837,0.040957340416386157,0.02372863446062255,-0.0376332798565914,0.018319285996438193
become,0.01552088065780049,-0.03587154674802216,0.004280878026420323,0.041076594570968246,-0.0018712845510740486,0.006537938816997314,0.03898995012715837,0.01634642794930241,0.03259251670669259,-0.0025039935221929993
conceive,-0.021530890468845612,0.007280378203455968,0.002692982703205765,-0.007518389542578909,0.004297799966328141,-0.040839396347888676,0.022926092127362473,0.023428151294758438,0.004754223442882167,0.030889678491116422
motion,-0.09023221036518181,0.03528663312758103,0.06743716577061466,-0.02464560634253751,0.0019034334906926026,-0.22385718919380201,-0.023578796532573682,0.006039834410138522,0.009076127873267772,0.07409941491839245
form,0.04381905418138121,-0.07649252107988969,0.03616708659103959,0.04388907394151666,0.0072072870032193845,0.05081631719210372,-0.10442519988599189,0.11073604767127174,0.06038631300400976,0.02855990264378918
truth,-0.0801792101925652,0.026184834853830847,-0.13891325577226418,0.012657728926753787,-0.03255336598103872,0.09760616065159969,-0.020040579763602486,-0.02245926512024459,0.034402080329544185,0.061029918693917815
capable,-0.03407907071443797,-0.006654589684241081,-0.03418262014658473,-0.008732540228839143,0.0016070554180434328,-0.0014912542442301602,-0.009622277763759778,-0.005911562744408354,0.005122312143244006,-0.03249784348792407
understood,-0.0006646066927887247,0.023754940864053747,0.012649906702010256,-0.00451728740892252,0.008804955717635694,0.013772941940349349,0.02136924357370687,0.0010904087092972132,-0.014246284413452508,0.009362854831397273
look,-0.005732481348552134,-0.00226383328341498,-0.015616470860925743,-0.006792780181084413,0.0029068144167498596,0.0007596893971961879,0.01846718978624463,0.005201949654520493,0.015743936512063673,-0.0033685263849832334
earth,0.02512006111417624,0.030765938525302055,-0.012913192658715067,-0.01638642691893938,0.05774507363217667,0.0019782070135533967,0.013079787666371941,-0.011651225788128638,0.03321169988642685,-0.016587082188966405
side,-0.0006705663926629322,-0.007504477484731206,-0.03340338962953681,-0.006571466087621633,-0.0024911883092019866,0.0005476217251423253,-0.00399684130610697,0.002741798047512908,0.02430337244726333,-0.021089221027444198
viz,-0.029296154674257273,-0.005124087701177404,-0.020565740177140242,-0.0202364228525924,0.006731293012184697,0.0011601320639334839,-0.011603786474097941,-0.0001274886364055299,-0.0028237870609141057,-0.01510981316098167
sensible,-0.04760250079762253,-0.00015998264160509392,0.015007800367498754,-0.008587481361921159,0.005227152647993853,-0.017327647917196404,0.015466686335402371,0.021479671335867177,-0.014536398399435132,-0.005126370493518524
respect,-0.005882165055548663,-0.014105877161537184,-0.0030472460687516476,-0.011092310146573107,0.00411399811232171,0.016021456369656618,0.032016020138519716,0.003124797339299649,0.02094932031887573,-0.015156981044385912
language,-0.0477639395460013,0.005816904633500074,0.015142927527077868,-0.012565866180056524,0.011224735658116,0.07050673592865846,0.06416789895928991,0.027283817124681056,0.011801771540028714,0.03878922004459013
go,-0.004994510837385735,-0.007989842586622397,-0.0010828723263203973,0.0003740164736549434,0.004024541999697967,0.003101695401138877,0.016902599419748223,-0.0018137459906696772,0.022745761241702692,-0.013679537824044323
simple,-0.17854226994481437,-0.020887683527847898,0.21874705087178886,-0.03827843922371785,0.02910200365955636,0.025108809754832796,-0.015684576314895147,0.14030514039153785,-0.145185965743667,-0.16738116445373336
evident,-0.024382470659390615,0.01138565447011586,-0.010943829501996865,-0.010867622404015844,0.012196498225864567,0.017979008754654944,0.0003244944633128599,-0.015042696640459324,0.007396927551570499,-0.0031581249586505726
free,0.039009888795617294,-0.04194926716250206,-0.026020279532985677,-0.01561865031547817,0.008549977337297406,-0.016439788479750656,0.087326188259202,-0.03934365030712131,0.017976196929012027,-0.05858194481103381
desire,0.009161988936791415,0.020162790989629868,-0.03278848941844155,-0.020474487936401064,-0.019710336580319853,-0.06413281292693547,0.09700511660937172,0.0925527289066498,-0.0038198508752907714,0.05261813112473958
strength,0.024991736640873438,-0.020725074784568944,0.004401850513918452,0.015463937429958928,-0.03152906311105782,-0.005776820679149385,0.02664348656572537,0.02833625835945913,0.04825888516033192,-0.0017320584192403454
distinction,-0.0021198932278706437,-0.0030506708218551865,-0.0003258997707066822,-0.00031846893719611084,0.002004989548061382,0.01340251513620777,0.008927906174874822,0.012097134746986773,0.017145975237442893,0.0010951337034877091
help,-0.0011033003403212308,-0.008798313184579062,-0.019938830908748432,0.0071148914555913476,-0.009133138348108775,-0.011146508351344828,0.01701790968285904,0.0048284602071224725,0.012805502583828827,0.005334425200770714
proceed,-0.0016403709052416632,0.02095242711425985,-0.005158554139039787,-0.0013428602041168638,-0.014579343599653764,-0.007767243627441423,0.019140478386310392,0.01329863328172742,0.003609764666415069,0.023184996600231288
pleasure,-0.015844783461444863,0.0027527909746958568,-0.014141500583477323,-0.02638181381969965,-0.005135219078508956,-0.07344469854851265,0.045317949658526945,0.08877233253267466,-0.09057779204264832,-0.07682068365947826
consequence,0.0018752099436382822,0.013027913539577095,-0.007948336860092149,0.014357861055301813,-0.0038211561432249636,0.002326523341923368,0.022670241587791438,0.009747757896065138,0.004800144147380439,0.04268195554685864
idea,-0.3423751420468669,0.0013495068590271293,0.22107321041080735,-0.08299240760605514,0.040213385687460114,0.02197842518677772,-0.042758658795717795,-0.16431035879482492,0.10925736728492827,-0.011071831402038898
last,4.6748845017000377e-05,0.0015124910628663917,-0.0023085630994428463,0.015350499450312832,-0.00665984316861927,-0.0015215370249418308,0.005254756152728527,0.028646497733153992,0.011754171982718994,-0.010379539766300043
imagine,-0.023675288100656097,0.003511522071918698,-0.0047350751936258975,-0.0027531349312178107,0.001170255445123731,-0.006979575182374419,0.01402051599327096,0.00991881841190067,0.0022677265691306027,0.010454810298864158
old,0.011027045734025305,0.028245835027227415,0.005866543398379891,0.015508030501945758,0.04932592057376076,-0.004531706167048374,0.007484848605564347,0.013105723351472453,0.016365539711109052,-0.006194243029776165
soever,-0.009231562972231785,0.01524925780241372,0.0013917939093158484,-0.009665966040646555,0.0007140459782402815,0.0076715519021811045,0.0033554678450343546,-0.008521204695108323,0.0131455250859086,0.011137607401488999
second,0.025547624218897634,-0.0059300031421139114,0.013225071570984211,0.049647715759713724,0.008434400890397372,0.011311928362048928,-0.0007188825513011011,0.019153173843594423,0.024470044843475786,-0.002813891546183034
point,0.014965427233330376,-0.019478612351147437,-9.843804242757905e-05,0.03345351246187903,-0.0005307244280005968,0.003256635488282471,0.018911249189562003,-0.016904507245954294,0.012682197909292413,-0.004044589619412498
consent,0.035766736428162665,-0.028853176811809784,-0.018858138199825687,-0.07307631758962714,0.024289166087909743,0.020137050504756764,0.010326504953872275,-0.03540915469960996,-0.011469763394023752,-0.005940407953428238
consideration,-0.023653944890020935,0.0013859191458307355,-0.008280813317277026,-0.004028166701170318,-0.0030172596423371266,-0.012996390122542691,-0.005151146004009915,0.026718104578995167,-0.004948965356212823,-0.023499747358972124
death,0.03967881348015358,0.0283821131735205,-0.0007070061457805447,-0.0012433521332382398,0.03898859675943701,0.012855796934584116,0.021694045310745966,-0.019363506022166018,-0.003520409559763268,-0.027825789228434126
fear,0.01228478795465815,0.01620063602117378,-0.01157236272503689,0.007363309266139629,-0.01048081959891527,-0.004727858377197611,0.03274722747659975,0.011477844585472475,0.012015560773525684,-0.008700096986197066
understanding,-0.052004493463871725,0.015290681583799412,-0.04209934292609506,-0.0037394793068884252,0.003055360126866427,-0.022984094142851557,0.019920029426400237,0.08458108728857626,-0.041291320105069265,-0.044583347673453455
hard,-0.012286401841715967,0.008659393723899173,-0.005302381148195938,-0.000325210659156594,0.011779284229811166,-0.004827202410133881,-0.0008056244573292534,0.0014123412306887568,0.01872305052942737,-0.010076034384220474
obedience,0.034508817003714665,0.02614640526678024,-0.0026813656949552667,-0.01599140019563081,0.025418952448824084,0.01920649518026229,0.0038090928790513183,-0.018408575450072292,-0.0037574201866689963,-0.026047640060004783
memory,-0.04257892633744633,0.018948410631676484,-0.05247798603580744,0.003796364437761161,0.0024461088801203466,-0.06473632495692652,0.00013088445371341637,0.05409060546478973,-0.04307100132534458,-0.0039012683280474324
agree,-0.03315356494496763,-0.0010940044725459967,-0.021045705593715013,-0.009904612419667074,-0.012567129493206713,0.06874268314803934,-0.015857669205507248,-0.012930354810717226,0.008478593592566384,0.018183142557679357
public,0.07442342863749303,-0.134347368235609,-0.005815849712237521,0.03557798188807511,0.030697956807358782,0.0173783088458046,0.02364730232761117,0.02131498967927086,0.06959249498741187,-0.006591720811431151
constant,-0.012682908545916622,-0.006770519102633832,-0.011732823381440572,0.0019119545650294909,-0.005186448064370263,-0.009634528472486173,0.014288633414204357,0.0025407605202821698,0.00231305516338242,-0.001689896502985736
natural,-0.002290038270648588,-0.04325428257194121,-0.034656783155239165,-0.0029347352329553134,0.01691085405661869,0.0266119857511414,0.0533733462435911,0.02085696939546492,0.06225829740705288,-0.03406963937827748
whatsoever,0.005028321237787663,0.02089429460240858,-0.007419121574898239,-0.015366594204473848,-0.01680287710945697,-0.005529893867834864,0.012623815588867007,0.011778896915366717,-0.0018384392614682447,0.020333224101423585
pass,-0.013158189787910347,-0.012966102859062703,-0.010045862270365875,-0.002984484247913587,0.00596835179407157,0.009297327461968511,0.008410984715990815,0.007021404586388645,-0.012572428589140275,-0.008242823184988791
keep,0.013013795638141413,0.004280782757136872,-0.007397433288589823,-0.002867789452787213,-0.010795545213948066,-0.005626227729167733,0.029879548531338992,-0.009581628188039001,0.01663281756430814,-0.005685752871497189
interest,0.029178493190654367,-0.053527021387262515,-0.016059911189774612,0.04583999400470036,-0.016049105144662366,0.005815166426466842,0.05693577682875112,-0.04496485236149809,0.0019862937774525182,-0.016453363898236123
commonwealth,0.13451974952310733,0.10353446536618703,0.065772537041043,-0.19431644496104242,-0.19224496257764515,0.08643874237220041,-0.1183726670943992,-0.008381772720202777,-0.004017154182949247,-0.006938660749837683
account,-0.002124080334246752,-0.007551207600981106,-0.006674880685234775,0.016384368293028872,-0.004754888712501481,-0.015406399214320332,0.03670678000692052,0.026466681921145735,0.020663494806744776,0.0072257098408360886
show,-0.044984708399474216,-0.006707046501061298,-0.016308990093010726,0.0040897803580364185,-0.0015591128851928765,0.023142701444220787,0.009184193507986662,0.0004699698352214882,0.00812430927595332,-0.027022599858760092
easy,-0.014374232934982646,-0.012649635525875861,-0.005977781717629809,-0.0033072181432001286,0.0044162207548295,0.011041688003873574,0.016997327987641392,-0.0014949326198605655,0.023104197567330117,-0.018426194833951744
king,0.07445849854647522,0.053739523395778116,0.006690039074665036,0.009214313849632692,0.09052671334117499,0.055954618418053034,-0.050690399401624585,0.01271715849274934,0.03640316027627868,-0.04875568996045208
hence,-0.00676367483102666,-0.0025576122283808888,-0.0033807053185130956,-0.01721132647696237,0.005757797438974891,0.0006913449598172945,0.007843837263948335,0.021613074440462964,0.001162433930736057,0.010744603085681863
obey,0.0339113783283814,0.02047431555193665,-0.0049439771727686176,0.02888614920111417,0.007000613433505311,0.0023532555903598928,0.02824012696980481,-0.06302782553770744,-0.041072325750145966,-0.021468312692694537
live,0.025653576799279237,0.006747882520755567,-0.009229239754950668,-0.019388070891109815,0.0018256100832131853,-0.0021939386971558342,0.032568523498715064,0.012607124730805353,0.02732701339070239,-0.006842487604953245
small,0.008021938929682917,-0.022720973282818517,0.016133281666772116,0.028631172449698636,-0.018093766875488006,-0.00202959471358441,-0.004014539364111909,0.0430828661594383,0.052864529952773215,0.004881851209671252
short,-0.012200440547170397,-0.004851754026134937,-0.03002748665145117,-0.006530449746593952,-0.001980852477148424,0.004393853084664384,0.011763554294487054,0.008924494911125909,0.013327334068819615,-0.018974311658398756
past,-0.006654215724235742,0.02118804059068468,-0.026790966827474724,0.004139796230278389,-0.002741849891307087,-0.05259866929678235,0.04394184347044982,0.03818188187347625,0.0018112443454733464,0.06662122773577561
degree,-0.015546470893628365,-0.006276724881256397,-0.023226658365636692,0.0007490432559097485,-0.00516048168351247,-0.01836331082845223,-0.00614489356796101,0.04261280861659815,0.006144541219850036,-0.032337545537732465
examine,-0.02815967718964702,0.005381662633923859,-0.027652838032500012,0.001348694477034059,0.0016241532870443802,0.021312397405793822,0.004527464107019032,0.010369162745333907,0.010180156691406247,-0.010265069450591519
person,0.04429629046622164,0.010479824392479874,0.016668015627140834,-0.01612243706404629,-0.018976789773622976,0.01600498450142935,-0.01542795948287479,0.004019650948889007,-0.009330814380421068,0.0037817448751879855
government,0.16281511760014772,-0.22490493496311165,0.11703809403758111,0.12088861336421682,-0.019315173450645404,0.1393633583204196,-0.32674913913557596,0.29827348937242026,0.12137726942232542,0.0878860116010051
several,-0.09330613075067887,-0.01855776550679214,0.03336377141766179,-0.021753401685876812,0.01196937882822636,0.005705790442980261,0.012601046479650288,0.05995281431740741,-0.06519885635676251,-0.09551866595229958
few,-0.009573578142990603,-0.0049223996017352944,0.005182923007103637,-0.00236311375716847,-0.012844037747377293,0.013896712382980674,0.00981073368167755,0.02306384524560575,0.017065700497045838,-0.012998503166740168
order,0.01762560243145088,-0.03822623101572712,0.0024608552288017953,0.04038003825334315,-0.011042161200083346,-0.006105401076201261,0.035187557465510826,0.006789693359248554,0.04813700214118005,-0.03299297177664169
third,0.005819310122955604,0.003228993811861133,-0.013340078169171576,0.023253811844186744,0.004296788859568133,0.015131034023216354,0.0004967612594527992,0.011018263835925008,0.031324957002540454,-0.008072718705527587
beginning,0.0026279306083709193,0.0036297197137820877,-0.0009486813300046915,-0.00321366509969932,0.013577945926799975,-0.015240890711769164,0.007889550802387195,0.014351026680865898,0.02967739170993883,-0.0008336151021812243
conclude,-0.012128869722341989,0.003522151178050743,-0.009702233620234854,-0.006274929425164691,0.007937652800852641,0.0005434090660285132,0.009304634478684477,0.008648764365510537,0.009653021014106524,-0.011573342143769969
thereof,0.010102099724302302,0.027740484534370998,0.004566169853356808,-0.011214019129029026,-0.013042304843206997,0.0015326390201854299,0.009594297096181661,-0.00415126142637684,0.006472798809474979,0.005633604372825186
manner,0.008884125908170405,0.027348521495353467,-0.004165376353409717,0.012197108891207198,0.01061353503025272,-0.007984515356799204,0.029578879999041238,0.01574765828602383,0.011972345034723149,0.007521289903732616
perceive,-0.04114634999523524,0.006432425738546852,-0.054048882193554866,0.0026286677644241046,-0.012870003181652026,-0.004779127460994529,-0.015136898589806592,-0.013742054365778397,-0.0014356410169983546,-0.009228793984813246
equal,-0.01996175811347739,-0.019832312252089927,-0.048779206065187,-0.005714185369111261,-0.0029759002971379424,0.003783523435373073,-0.021923412075384202,-0.02586543881672432,0.04505711381773842,-0.0036530058568897015
signification,-0.08664398053032499,0.015740161795380837,0.05493214240578922,-0.03155099241558215,0.017992226000923303,0.14462869835960973,0.08914430839999497,0.015917244618529253,0.030351057072035087,0.09821594903593131
living,0.013808258746584017,0.018373824282888515,-0.011440176202779739,0.003991398628573346,0.016299337811211873,-0.009222002916196983,0.04834762860489404,0.015379369222435647,0.0107488869977582,0.03130485797060806
ignorance,-0.008116344812161625,0.021212763874873405,-0.02800601302806019,0.0007658367264880683,-0.0223577589622195,-0.0012603176300676692,0.03498437202643422,0.02996024781744541,0.012058837118940022,0.03928976864249923
human,-0.006467087101548515,-0.03515072125622328,-0.05371452897601161,-0.003705339599309511,0.015367154500814576,0.009933145618928359,0.06603381159712703,0.030809679481235266,0.0617065609406545,-0.0396116324168728
