term_str,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
private,-0.024623137,-0.10347358,0.18393968,-0.0948179,0.0965012,-0.11147478,-0.1504025,0.10160875,-0.105216764,-0.10512879,-0.07741927,-0.09509797,-0.13910443,0.0046076565,0.26936355,0.08541596,0.06527011,-0.171538,-0.058546517,0.07627754,-0.060262855,0.04719235,0.013063604,-0.124112174,0.004728491,-0.047729198,-0.18464215,0.008032443,0.03316662,0.072323605,-0.0070084296,-0.030972913,-0.075270265,-0.20211826,0.03776457,-0.015890423,-0.1321604,-0.09809531,-0.083418116,-0.022193585,-0.082404844,0.18669921,0.02273633,0.03082307,0.13191938,0.044476274,-0.14572771,-0.07926927,0.13497402,-0.02153611,-0.06802834,-0.021803113,0.21056032,0.0950437,0.00031182152,0.07680469,0.19528687,0.037946895,0.14605255,-0.063320376,-0.2201309,0.093207076,-0.052162725,0.086481564,0.038873676,0.1057324,0.018062914,-0.13130893,-0.12419454,0.0273747,-0.088278934,0.032182418,-0.039226346,-0.0069927843,-0.09071723,0.052078642,0.072488725,-0.06618542,-0.115678735,-0.079130694,-0.030903125,0.021810647,0.0598156,0.08074987,-0.11112861,0.08994651,-0.07949037,-0.0054062656,0.053635918,0.0764661,-0.00080746127,0.023224803,-0.31069428,-0.05047729,-0.10301937,0.054312773,-0.028968537,-0.019799266,-0.0054985113,0.0035141015
thereby,0.012728627,0.067744374,-0.012088259,-0.028234102,0.14736089,-0.12580469,-0.2207173,0.214422,-0.022647144,-0.12775521,0.009132126,-0.08386473,-0.066322476,-0.0052870424,0.24746886,-0.0005013557,-0.1495606,-0.29941538,-0.0029666445,0.103781916,-0.079569474,-0.019424431,0.012301877,-0.093644105,-0.12076508,0.10418525,-0.17689632,-0.11265913,0.03839923,0.046722937,-0.14315149,-0.10192872,0.085051894,-0.032567497,0.066673055,0.025449624,-0.07283124,0.043367684,-0.072463006,0.091035776,-0.087511964,0.13290395,0.06712547,0.11664015,0.07244972,0.0033397498,-0.105311364,-0.007565076,0.11696774,0.041499335,-0.045161784,0.026500054,0.044223953,0.061697796,0.08465364,-0.004337987,0.07757482,0.09644284,0.01820956,-0.12587982,-0.24515511,0.13485546,-0.032720402,0.0541051,-0.04884448,-0.09147982,0.11230193,-0.033251394,-0.12971918,0.11331788,-0.038846713,-0.016033603,-0.025788188,-0.010968323,0.1252017,0.09179234,0.03376474,-0.06953743,-0.16531585,0.00624823,-0.1060237,0.07671726,0.076056495,-0.08283615,-0.06536438,-0.0073092617,-0.15540135,0.10638352,0.06469821,0.11207094,0.032761812,0.028668823,-0.20587352,-0.1261887,-0.16469015,-0.02104201,-0.025089534,-0.044587784,-0.019091727,0.006185792
supposed,-0.050346486,-0.029688127,-0.103540376,0.039458454,0.055762585,0.08267856,-0.0013328654,0.0076237675,0.09822966,-0.14234006,0.015914261,-0.15802641,-0.1285913,-0.06662016,0.105718456,-0.14073952,-0.065944955,0.0009286303,0.1343298,-0.019557027,-0.011727463,0.056761686,0.07921307,-0.005269769,0.15257469,-0.024142463,0.015014285,0.019781403,-0.0035038213,0.11401426,-0.07902795,-0.06274014,0.08701535,0.08118112,0.07477009,0.09993896,0.038967427,0.024415046,0.19611451,-0.16480598,-0.1217191,0.03683793,0.15700626,0.04184136,-0.056424275,-0.06153563,-0.039784413,-0.008356073,-0.023160072,0.013505337,0.17260082,0.07662201,0.135238,-0.21435107,0.036429163,0.099403106,-0.045931187,0.017118657,-0.042405408,0.036232118,-0.11647214,0.20063707,0.011587426,-0.040397376,-0.107864335,0.0099945525,-0.09594165,0.22424695,-0.19785939,0.08791292,0.12889451,0.022753375,0.11558271,0.097967625,-0.084258795,-0.06405835,0.057745196,0.012886587,-0.15768634,-0.009256616,-0.22066969,0.012753777,0.024102755,0.2365505,0.1254402,0.18502277,0.123988055,-0.02891952,0.035687543,-0.11670003,0.14061593,0.030773362,-0.09669661,0.057348963,0.11986931,0.113417774,-0.01974933,0.0361082,-0.13679902,-0.013695966
received,-0.106397144,0.274771,0.0040145833,-0.02639098,0.09097644,0.06956436,-0.111209236,0.23927638,0.0073045483,-0.046452485,0.05169833,-0.06909184,-0.093500614,0.065569304,0.11663738,-0.2329316,-0.032642823,-0.07162591,0.056709588,-0.08188327,0.021978207,0.026014572,-0.066262834,0.16904949,-0.029785115,0.03411286,-0.074456155,-0.08839805,-0.032973,-0.0040608067,-0.25523353,-0.097908735,0.07596447,-0.03240526,-0.06597752,-0.039418023,0.04093761,0.05732081,0.15528864,-0.20344275,-0.120972976,0.033952296,0.08272187,0.001484376,-0.11414884,-0.060771547,-0.18179844,0.17326073,0.1777261,0.14705819,0.042075574,0.09345996,-0.015984457,-0.08748682,0.16453649,-0.054528166,0.07096427,0.06991093,-0.10607754,-0.061207943,-0.07346124,0.07640849,-0.078095526,0.027231338,-0.07053575,-0.015597168,0.17062579,0.084691904,-0.024499236,0.08513064,-0.10554118,-0.13042828,-0.05891792,-0.20604502,0.101086885,-0.068633646,0.020424567,0.032745235,-0.14137197,-0.13909468,-0.030253666,0.093155116,-0.02354286,0.046918195,0.16636266,-0.0043740454,0.04301518,0.08511013,0.061305832,0.06433808,0.07343225,-0.08485661,-0.017472133,0.023025125,-0.03810421,0.01864884,0.004140365,0.031634048,-0.061960276,0.105324045
opinion,-0.07098921,0.06458588,0.11711705,-0.19114327,0.1267086,-0.104948215,-0.0038943966,0.19579476,0.025932595,-0.047611594,0.03749835,-0.0048191077,-0.25985917,0.092398085,-0.057403576,-0.12744415,-0.038588826,-0.15635791,-0.018244175,-0.05790813,0.09077969,0.021401882,0.07653905,-0.07892283,-0.1038079,-0.14262661,-0.065759555,-0.110863805,-0.10878919,-0.16595964,-0.014517333,-0.01760882,0.029595671,-0.075311065,0.119888864,-0.07855403,-0.12861502,-0.048862495,-0.042358696,-0.114831306,0.0091850655,-0.009921834,-0.11937351,0.14899506,0.02861906,-0.07171215,-0.036957588,-0.03689786,0.22686887,-0.04466652,0.007856985,0.013750055,0.1648355,-0.019617967,0.024375308,-0.053456742,0.17956632,-0.0014600138,0.048185892,-0.15807836,-0.057056352,-0.084713355,-0.02450977,0.033606917,-0.07533777,-0.09366996,0.06604928,0.03906327,-0.17753349,-0.016247254,-0.114405565,0.10564114,0.034742415,0.11519443,0.061208133,-0.0065303813,0.08897539,-0.059091438,-0.21362668,-0.040618096,-0.029985925,0.09381325,-0.047345463,0.09197987,-0.25763878,0.017838793,0.14159667,0.057155922,0.14127488,0.18769664,0.10660651,0.0146710565,-0.0858582,-0.06591845,-0.0066259205,0.11194001,-0.024742464,-0.05928253,-0.09944961,0.07429991
kind,-0.07473162,-0.018423999,0.0514865,-0.1442012,0.00094325736,-0.012316182,0.11589853,0.06092258,-0.088488445,-0.0495266,0.018040964,-0.09463187,-0.19418582,0.079857744,-0.09650693,-0.12695625,-0.041596923,-0.14145759,0.016692579,0.037080403,0.10978063,0.04749386,-0.05614681,0.015493864,0.11692298,-0.1269263,0.060261656,0.06447617,-0.2566071,-0.11237186,0.043926723,0.14433539,-0.16808425,-0.18938464,0.120108776,0.040998105,-0.116423324,-0.098873086,-0.009530718,-0.16620842,-0.17450097,-0.052344747,-0.08700804,0.11086225,0.06077994,0.00047286157,0.031004446,-0.026236748,0.08773591,-0.033589147,0.15654692,0.070702,0.04288548,-0.094148524,0.011648033,-0.06701653,0.15446468,0.10416518,-0.08524451,-0.05974839,0.07082914,-0.050116245,-0.049557433,-0.11989794,-0.041562825,0.02319238,0.0617984,0.11446529,-0.08793941,-0.01340195,0.036183592,0.18791252,-0.021739833,0.05317579,-0.05318591,-0.06953069,0.031771306,0.04944999,-0.10034411,0.11469392,-0.074872866,0.109057225,-0.13988356,0.07774026,-0.17413844,0.109552234,0.21103159,0.061469555,0.159868,0.06861381,0.19451192,0.0325415,0.026958803,0.06124062,0.09755613,0.052338183,0.053547964,-0.20080027,-0.083206564,0.0013493747
free,0.0130609125,-0.13137971,0.17681047,0.041142568,0.010818786,-0.039940428,-0.20451514,0.001340044,-0.06394674,0.090425365,0.04342987,0.009186474,0.009266164,-0.022976927,0.08319237,-0.015168368,0.045273107,-0.15651353,-0.07708148,0.07530869,-0.015326522,0.05849918,0.22926256,-0.16236646,-0.072797626,0.06581793,-0.10737352,-0.09448837,0.09974849,-0.015836043,-0.07214019,-0.005663527,0.06649389,0.016873011,0.12736039,0.045461047,-0.062649906,-0.07173227,-0.10619624,-0.031992994,0.029383507,0.06541927,0.2527678,0.11117549,0.014405405,-0.12166759,-0.16195393,-0.2302746,0.07645842,-0.041978423,-0.0933028,-0.024076886,0.040663913,-0.053744294,-0.009198193,-0.02816251,0.002801442,0.07616781,0.0030950182,-0.13087997,-0.11403432,0.02221983,0.15389253,0.10131417,-0.15124981,-0.062387075,0.005317615,0.05676525,-0.15493369,0.21284449,-0.076306306,0.10726824,0.05442844,0.07502577,0.15493381,0.12517045,0.03905958,-0.12269477,-0.11826051,-0.022357786,-0.0720563,-0.10244349,-0.06974286,0.03314669,-0.1303412,-0.028507808,-0.0758389,-0.037277248,-0.025251029,0.16424668,-0.022831386,-0.05202766,-0.29450104,-0.048090454,-0.05179179,0.04446622,0.036230803,0.010286523,-0.16512324,-0.096269764
earth,-0.105317354,0.10359778,0.11254424,-0.008764429,-0.047106083,-0.010248039,-0.1425875,0.18294126,0.08082053,0.02815205,0.08500898,-0.053290296,-0.120651275,0.14702685,0.0158235,-0.07653494,-0.015204813,-0.038070172,-0.0061434815,-0.16029659,-0.064332,0.0038808123,0.03595585,-0.03845418,-0.03484681,-0.046736933,0.006695378,-0.09784938,-0.06260179,-0.040653244,-0.10696559,0.04690222,0.026992012,-0.0573153,-0.086083815,-0.12648137,-0.015755866,-0.10243517,0.04605788,-0.21083738,0.01182438,0.16495974,-0.012232295,0.08530436,-0.1436533,-0.12925825,0.011860106,0.18557994,0.13205598,0.04257131,-0.058336604,0.09389484,0.115886934,0.096174344,0.015173981,0.011257215,-0.0218815,0.06173445,-0.09701122,-0.027290443,-0.0077176434,0.060747612,-0.1294675,0.17900436,-0.071008295,-0.01017981,0.0269724,-0.046174794,-0.17119978,0.18183543,-0.13128425,-0.03445581,-0.008870412,-0.31300858,-0.027642261,-0.049518466,0.053109944,-0.13372715,-0.09207946,-0.039258298,-0.014778473,0.0409216,-0.15991019,0.020926833,-0.14674202,-0.11689216,0.10353338,0.24569118,0.047825716,0.094743475,-0.015741685,-0.018503895,-0.087859675,0.12891155,0.13791983,0.013597624,-0.09957395,0.015124609,-0.027754946,0.22098191
few,-0.14706013,0.060520556,0.014692174,-0.0149665745,0.1082033,-0.23167752,-0.014551944,0.13912062,-0.08115963,-0.2546058,0.14423507,-0.13697554,-0.15839207,0.10600729,0.15640661,-0.18279047,-0.01666543,-0.012237273,0.12117029,0.016011337,0.011393471,0.06567355,-0.12495493,0.09293668,0.10337777,-0.04974975,0.021037951,0.027915327,-0.06223056,-0.02453945,0.027003745,-0.069751665,-0.1122125,0.07676957,-0.007280141,0.17142956,0.032565743,0.035665948,0.1344881,-0.17245686,-0.036320996,-0.055968717,-0.018208083,0.13170736,0.019263316,0.07925908,-0.049888555,0.056834772,0.16255763,-0.00019820282,0.23375463,0.039008897,0.051720332,-0.07029733,0.16058289,0.12052848,-0.04313055,-0.087032735,-0.02820964,-0.09628307,-0.059066955,0.10280705,-0.115131,0.01756232,0.0056871083,0.16801065,-0.021281168,0.082887076,-0.12740035,0.010673629,0.057703774,-0.0490468,0.22496814,0.03463695,0.08205398,0.11603137,0.06219939,-0.014706515,-0.049290743,0.036047738,0.027686829,0.032157138,-0.022136081,0.05577819,0.23185654,0.026120288,0.11587279,-0.05583187,-0.013906657,-0.08849601,0.09932136,0.14840126,0.09023025,0.12160646,0.08618177,0.038525984,0.033911854,-0.07842175,-0.0029965008,-0.111660086
hands,0.039071362,0.16726147,0.09925602,-0.094942205,0.10901922,-0.04471812,-0.17129682,0.29661745,-0.17493406,-0.027199337,-0.03152171,-0.033195935,-0.034768276,0.0853069,0.06505082,-0.09009771,-0.019128054,-0.18062238,-0.039404474,-0.011895647,0.02027211,-0.036846604,0.0018926119,-0.0094549665,-0.022859527,-0.07948708,-0.07279677,0.022864342,-0.02408443,0.030214863,-0.13648324,0.035229813,0.046682596,-0.121902436,0.043826707,-0.0853889,-0.06752492,-0.06295533,-0.059626028,-0.066988304,-0.1696806,0.1881377,-0.052741975,0.09091102,0.057723295,-0.024228968,-0.046781402,0.038089555,0.14941812,0.06180939,-0.077968016,0.08681204,0.016713925,0.04232936,0.11724526,-0.090138204,0.08380601,0.11868371,0.06487016,-0.08602176,-0.19030008,0.029677572,-0.09416828,0.09571888,-0.034256868,0.01604707,0.16051465,-0.09298963,-0.041644696,0.06527453,-0.21507084,0.02047836,-0.08885466,-0.18643141,0.023449669,0.05330654,0.056176014,-0.15737921,-0.15075497,-0.008948889,-0.023884064,0.08138173,-0.017534245,0.012199772,-0.078148246,-0.08198634,-0.08606443,0.17348923,0.17947741,0.26788422,0.038522486,0.023560578,-0.17865843,-0.10914051,-0.01812079,-0.06601741,-0.0045149587,-0.035877127,0.029231751,0.13586478
considered,-0.062490046,-0.06498023,0.018694358,0.06886734,0.03873237,0.0045507927,0.029254973,0.04624885,-0.06945484,-0.08555365,-0.019968966,-0.034492373,0.00936843,0.03244162,0.027305447,-0.1250713,0.060383387,0.1407631,0.010827058,0.06049606,-0.009838636,-0.0032355576,0.17692341,-0.0026836968,0.17691845,-0.0546187,0.027231663,0.03518708,-0.052342813,0.06271439,-0.037734002,0.014169596,0.017810885,0.060455028,0.17616156,0.16827676,0.12138887,-0.13872397,0.032292727,-0.14300239,-0.13439979,-0.08693923,0.16054092,0.070242345,-0.013616298,-0.027629087,-0.017626915,-0.13498504,0.019644797,-0.055211868,0.13109502,0.044772945,0.061903436,-0.15710934,0.01924103,0.084240116,-0.045511995,-0.04572567,-0.041253343,-0.0056776134,0.031007985,0.041382454,0.073476635,-0.042834237,-0.09308279,0.122472815,-0.04109716,0.22858301,-0.052618187,0.0992836,0.08586797,0.07377894,0.22036636,0.12828651,0.030740067,0.0610333,0.05895664,-0.029024078,-0.06273592,0.03490716,-0.12921911,-0.044787444,-0.013025286,0.27033335,0.06753982,0.07905585,0.18831542,-0.03161195,0.058518596,-0.036249653,0.22375073,0.07145352,-0.016566804,0.06616199,0.30814263,0.17952955,-0.012453714,-0.036170408,-0.22117946,-0.12334917
naturall,-0.094800726,0.021996217,-0.0013982895,-0.13135953,0.15001726,-0.1056294,-0.019454692,0.08462119,0.067649394,-0.009153336,-0.09475146,-0.10067277,-0.28897226,0.0060361656,0.103974275,-0.024389172,0.08836879,0.057193384,0.021854617,-0.24522032,0.079574026,0.016511224,0.08592583,-0.038175657,0.032859497,-0.042234056,-0.16329151,-0.04263892,-0.0803022,0.02135367,0.0882435,-0.049294442,-0.065992385,-0.16691537,-0.058299538,0.014848462,0.0001516268,-0.062190723,0.05845907,-0.086828776,-0.03292677,-0.03308449,0.07733726,-0.009213992,0.0931136,0.0038111897,-0.025175057,0.013979408,0.06789149,0.06668081,-0.013125658,-0.122758,0.19386724,-0.027244933,-0.03671605,0.04993975,0.14487725,-0.07993152,-0.065017395,0.08037384,-0.12976146,-0.025002038,0.03195285,-0.01829325,0.028403573,-0.0058745933,-0.05272304,0.18172951,-0.045274388,0.044901337,-0.07716311,-0.12188977,-0.007829598,0.06948557,-0.088528186,-0.017335085,-0.0018053126,0.111244366,-0.06768924,-0.24752477,-0.058674395,0.044416506,-0.04261424,0.2997992,-0.05614211,0.18663757,0.1571848,-0.046178225,0.09077294,-0.0050694947,0.045640208,-0.076029785,-0.14170852,-0.060620774,0.28451633,0.1887808,0.037403446,-0.06792302,-0.066823795,-0.06565914
thinking,-0.015971616,-0.14284053,0.12899613,0.011035862,-0.047849514,0.00404023,-0.01379956,-0.004236132,-0.18286072,0.13233809,-0.07125065,0.017179245,-0.09090018,0.014042295,-0.008967475,0.021912022,0.078346625,0.019345947,-0.13927701,-0.12519985,0.044044085,0.11995649,0.28821066,-0.16003697,0.090792134,-0.06041332,-0.0884627,0.027928235,-0.2207535,0.08873734,-0.038557336,0.060960654,0.07555319,-0.07053068,0.1097695,0.17016888,-0.031854697,-0.10788795,-0.021665035,-0.04261124,-0.23379797,-0.12805384,0.035289284,0.056823157,0.14295809,-0.020786518,0.009811835,-0.109293826,-0.046940282,-0.010858361,0.0027646658,0.0018861695,0.114226036,-0.085381605,-0.01682604,0.01582172,-0.051230058,0.07565029,-0.07949064,0.11202977,0.02496715,-0.06929411,-0.08043651,-0.011360146,-0.16111219,0.04506026,-0.15692778,0.084010676,-0.01579246,0.17984378,-0.055193704,0.111507,-0.0071380213,0.0055615054,-0.048427437,0.0063145235,0.05539652,-0.09536963,-0.0233516,0.011935955,-0.018130077,-0.09185752,-0.1578505,0.34522566,-0.05437918,0.17695166,0.01279527,-0.021936186,0.076886445,-0.013159448,0.06432381,-0.09228633,-0.018553898,-0.033733074,0.10034182,0.023742897,0.12081715,-0.16693074,-0.009039631,-0.15512575
difference,-0.06476964,-0.024736248,0.09511207,-0.040401727,0.03591014,-0.08386679,0.053968955,0.13813327,-0.07847471,-0.10241758,-0.013361708,-0.072578415,-0.2539465,0.13937238,0.027116323,-0.11276979,-0.021611698,0.03708285,0.07960228,-0.17472517,0.13614228,0.10006482,0.044037715,-0.048243314,0.20066983,-0.09907104,0.04991594,0.1401615,-0.22984512,0.039723523,0.033560734,0.09891431,-0.1169879,-0.07975518,0.07704644,0.081994176,-0.10955241,-0.1607063,0.07704895,-0.21074443,-0.119854674,0.011262096,-0.11832587,0.00025232165,0.1213093,0.00057550345,-0.0034630403,0.014348523,0.11703593,-0.115719974,0.12219857,0.1078935,0.100463,-0.09621741,0.081010416,-0.044490952,0.004844674,-0.02898626,-0.03778945,0.047258012,0.01135498,-0.049843445,-0.10593641,-0.03879987,-0.005074884,0.057136253,-0.047071625,0.06301638,-0.21863526,-0.042593665,-0.078049,0.09053581,-0.0146984905,-0.025634432,-0.22521955,0.04760066,0.13686496,-0.038896196,-0.054008987,0.026937889,-0.0011964445,0.004784731,-0.09264159,0.25987455,0.03004935,0.15548037,0.23744261,-0.071803436,0.10708282,0.004460497,-0.004197097,0.012357586,0.05035917,0.004776616,0.12395015,0.0368248,-0.012314369,-0.092005365,0.08049376,-0.005475207
himselfe,0.12374768,-0.007817544,0.08160843,-0.07023885,0.07838012,-0.046497572,-0.15344018,0.13073374,-0.0055411584,0.036795203,0.016168745,-0.0900746,-0.01197849,0.04942228,-0.019584917,0.009476848,-0.047607526,-0.24429639,0.07271721,-0.113498464,-0.013611535,-0.012880705,0.10183745,-0.12201581,-0.10839463,0.02814698,-0.060641844,-0.086302005,0.0381786,-0.018615784,-0.053960104,0.14637765,0.09010614,-0.15126793,0.0055451603,-0.17367974,-0.105596334,-0.072519675,-0.14669019,0.012916363,0.1611612,0.17345455,0.12467824,0.072769195,-0.0055873166,-0.05967127,-0.07863798,-0.020597896,0.04802143,0.023457158,-0.17208834,0.0038785005,0.015892623,0.08027398,0.009573008,-0.19000064,-0.00035059152,0.0053164274,-0.03804917,-0.035143342,-0.13094835,0.07883124,0.09313241,0.11620484,-0.095402956,-0.11965503,0.07492066,-0.035254613,-0.20458864,0.12704921,-0.08350962,0.074665464,-0.051407024,-0.011532813,0.06832071,-0.02881124,0.02683272,-0.036334634,-0.092706494,-0.015248222,-0.06564629,0.089489765,-0.172688,-0.07859686,-0.26176745,-0.0597714,-0.042699292,0.14137115,0.113772854,0.26021278,0.025354387,0.034600776,-0.22506309,-0.14646214,-0.06952064,-0.0019103433,-0.05080773,0.070836775,-0.08064594,0.09999562
causes,-0.2001661,0.21570182,0.010455762,-0.10354998,0.15109529,-0.09357695,0.034842547,0.23015766,-0.09267151,-0.081562944,-0.13164455,-0.021924255,-0.13379744,0.075799435,0.086368136,-0.07829891,0.11769051,0.10677382,0.021256255,-0.12374215,0.12464664,-0.0372998,-0.10644947,0.048803423,0.042706013,-0.11947069,-0.06227,0.06410633,-0.1624136,0.035143133,0.13241768,0.025401441,-0.116686635,-0.1288285,-0.10374043,0.012645663,0.029505653,0.045188207,0.032823052,-0.10860912,-0.17387271,-0.0056931796,-0.14098774,0.08026898,0.023200108,-0.041366905,0.07409749,0.068558946,0.17271046,0.04978783,0.027321542,-0.03214,0.06937126,0.04090125,-0.010434089,0.09180231,0.1278104,-0.047797665,0.018531177,0.005990845,-0.080358505,-0.023492496,-0.17912684,-0.07167135,0.031554855,0.08620618,0.03080681,0.10241113,0.07853019,0.01737293,-0.089299604,-0.14391291,-0.017901218,-0.039899454,-0.05825492,-0.04875167,0.0023850822,0.01917969,-0.10065013,-0.08297353,-0.022364853,0.095911875,0.06242263,0.22599716,0.056250993,-0.0010960717,0.08143248,0.1590442,0.22140272,0.026702913,0.19017251,-0.031148652,-0.011149608,-0.085016534,0.2638425,0.0750601,0.030673556,-0.11833052,0.034828924,0.034879386
human,-0.22088534,0.088868365,0.13567299,0.012080208,-0.07763118,-0.03333004,-0.020022554,0.16684087,-0.0056889397,0.042833094,-0.05390938,0.06486417,-0.13533746,0.111001834,0.10400076,-0.044006616,0.14375068,0.0810964,0.0261987,-0.25206754,0.15119234,0.019047301,0.045063615,-0.1042384,-0.0060848845,-0.025198568,-0.028203277,0.050814927,-0.19655132,0.012947814,0.15195289,-0.119145475,-0.065110296,-0.13040893,-0.040033966,0.04361629,0.009130071,0.11105877,0.08464791,-0.034582805,-0.1138157,-0.097860835,-0.16526929,0.07627497,-0.09565836,-0.21057172,-0.08775032,-0.046352398,0.15398902,0.015963238,0.013923231,0.009450629,0.091675304,0.012728685,0.010830309,0.05431191,0.07521895,0.09778976,-0.10045447,0.077867456,0.016885594,-0.059622183,-0.17941633,-0.055295188,-0.07777792,0.0062183696,0.048559193,0.030322867,0.0097768335,0.05582993,-0.07272398,0.09257873,-0.068780296,-0.16735364,0.086933605,-0.111964285,0.09997695,0.02771102,-0.025891962,-0.10221569,-0.13311912,-0.084900916,0.037792414,0.34391776,-0.103924766,0.00046193672,0.053267274,0.08079247,0.122395344,0.055111967,0.030051174,-0.13108939,-0.029675867,-0.0346877,0.05053308,0.07005421,0.012054752,-0.062422324,0.18014264,0.10158752
none,0.077070594,-0.100977786,-0.105012946,-0.01855117,-0.0062411604,-0.12218325,-0.010479733,0.105237946,0.11573896,-0.08045046,0.16374396,-0.04725468,-0.29045457,0.011644671,0.069685474,-0.07866309,-0.17577209,-0.24763021,0.1762929,-0.072270446,0.064553574,-0.045119513,0.09163919,0.007392527,0.022212496,0.10161483,-0.013491759,-0.058772918,0.06923397,0.019387748,-0.10798235,-0.060505982,0.19848971,0.021548707,0.04893898,0.019025182,-0.05775064,0.04135871,0.111254774,-0.08016014,-0.02184866,-0.07121195,0.098690785,-0.092696324,0.09634191,-0.034568362,-0.10202753,0.09034902,0.07937895,0.06412188,0.08910581,0.12775163,0.012551922,0.057533935,0.23237108,-0.09127387,-0.10324336,-0.039562758,-0.13261013,-0.04701771,-0.07764439,0.07461916,-0.10183353,0.15587044,-0.08045514,0.034047935,0.0036238134,0.13753134,-0.22428858,0.00960004,0.06579794,-0.029318055,0.14887485,0.019109303,0.12651978,-0.09650375,0.16799122,0.09818046,-0.16407734,-0.011979739,0.042275865,-0.067259826,-0.07126466,0.073319905,0.14792442,0.09700384,0.06206738,0.087780006,-0.13116473,-0.11776337,-0.0021302334,0.07653965,0.034303807,0.058880296,-0.01529137,0.13997778,-0.0065505314,0.06858785,0.070148334,0.00185732
faith,-0.11443974,0.06371793,-0.0253322,0.060930472,0.14302781,-0.01708719,-0.050188113,0.16678324,0.19518095,-0.0039590737,0.012519797,-0.024102332,-0.13980444,0.072149396,-0.08260925,-0.112081796,0.010887631,-0.0023485795,0.17355354,-0.17465948,0.064586096,-0.058237534,0.1916046,-0.04114505,-0.0068763546,-0.0007355348,-0.002942628,-0.047586523,-0.0069156582,-0.10328663,0.102658205,0.05155064,0.04026381,-0.10164328,-0.03120001,-0.13345544,0.0006497046,-0.05736365,0.010742687,-0.05417093,0.15947928,-0.00047108514,0.032822855,0.055355553,-0.119035006,-0.14264539,-0.024270536,-0.0128380265,0.13335153,-0.06757884,-0.03341854,-0.028643036,0.062048096,0.044841878,-0.09504722,-0.06248009,-0.021384725,-0.13022123,-0.0845154,-0.03702364,0.0149118425,0.017833669,0.12474892,0.0733026,-0.044428512,-0.12820598,-0.0060192454,0.19359426,-0.23563492,0.05060399,-0.0059996257,0.023705238,0.042408444,0.046188258,0.002973809,-0.17648889,0.03143758,0.09464901,-0.09087996,-0.11238368,-0.16231039,-0.042581253,-0.055868063,0.1576582,-0.19676736,-0.040431358,0.24996999,0.09086347,0.10404187,0.10492968,0.07260915,-0.049556576,-0.026569372,-0.018963953,0.25518548,0.11403293,-0.11567067,0.12361656,-0.114462376,0.14414427
order,-0.048379064,0.09487245,0.16207735,0.02146704,0.04086834,-0.12181794,-0.10926803,0.26188436,-0.041057456,-0.25154528,-0.0045936573,-0.12915477,-0.022613887,0.11306284,0.11370191,-0.045527592,0.09897376,-0.00819574,0.11584548,-0.21947066,-0.053784255,-0.05679921,0.012655117,0.027554167,0.009872556,0.018982332,-0.017315967,0.044542752,-0.085395455,0.099695496,-0.079854324,0.0017185797,-0.06629808,-0.11595018,-0.01693852,0.0057353573,0.082228065,-0.098712325,-0.03635138,-0.023052225,0.020134112,0.21181488,-0.0815496,0.1608631,-0.09738681,-0.03584862,-0.12808932,0.03462773,0.09557269,-0.0064513395,-0.08436227,0.05439181,0.04138676,-0.012071311,0.058012664,-0.026474088,-0.041034084,-0.08987778,0.007504674,0.018714294,-0.2012566,0.050785724,-0.06640531,0.08991521,0.03934225,0.060872816,0.009857707,-0.08529474,-0.138427,0.035133515,-0.031144429,0.1644191,-0.090615876,-0.14008898,0.007514837,0.05632115,0.093412735,-0.09518429,-0.0356743,0.024546113,-0.11941104,0.048972044,0.037990943,0.15764712,-0.06314505,-0.040773474,0.029414745,0.07025759,0.23819236,0.2477446,0.07628716,0.1708362,-0.113306805,-0.070533134,0.14314027,0.0035906464,-0.1694378,0.09093747,0.08838098,0.11875638
