term_str,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
monarch,-5.322383e-05,-0.07645652,0.15398999,0.099221386,0.002211278,0.031617455,-0.16380705,0.21201988,-0.08923319,-0.012000645,0.0066510392,0.026397714,-0.011085718,0.085024826,-0.008752879,-0.09529395,0.07980654,-0.2717464,0.015018432,-0.012875439,0.102731705,0.023214808,0.16545261,-0.20876902,0.031994328,-0.09363035,-0.08296707,0.10908701,-0.068670176,0.02316994,-0.014870962,0.08607703,-0.0019951311,-0.14163746,0.15611178,-0.07303053,-0.19350451,-0.14280926,-0.03725775,-0.14964168,-0.07845609,0.008542049,0.024327623,0.09639328,0.039120134,-0.05728573,-0.08039992,-0.13962802,0.18165044,-0.05208546,0.01190187,0.07834254,0.07428564,-0.017036866,-0.00611094,-0.06215116,0.078338295,0.13432577,-0.037910037,-0.05792171,-0.019154198,0.09232755,-0.0041743577,0.09032853,-0.20571542,-0.015352957,0.019779269,0.034862567,-0.22151153,0.08176511,-0.062024474,0.16081846,0.04218815,-0.05900883,0.014213641,-0.11440534,0.03369385,-0.11199441,-0.11549839,0.027336922,-0.11860971,-0.03736335,-0.13223526,0.19281104,-0.19160329,-0.038265686,0.010558739,-0.0060420134,0.10901704,0.15971829,0.03626477,-0.06069778,-0.13052773,-0.027188247,-0.11981117,0.003798853,0.026109517,-0.02491862,-0.12225315,0.08451889
spoken,-0.114840105,0.13918297,-0.0073145237,0.016612804,0.041310206,-0.058627293,-0.13340047,0.2576698,0.09733171,-0.017191472,0.0824494,0.017733809,-0.09347936,0.10809184,-0.05436877,-0.1748676,0.022842426,-0.16258802,0.050433412,-0.22276524,-0.0063605392,-0.07665777,0.0816343,-0.036026217,-0.13249496,0.045578703,-0.052773483,-0.060877282,-0.111240946,-0.053485874,-0.05579551,-0.06432959,0.104480915,-0.07589372,0.019154476,-0.102798246,-0.010928392,-0.00744528,0.053819764,-0.08786083,0.049792826,-0.1996363,-0.037392274,0.06011968,-0.02585663,-0.18331732,-0.07703352,0.051812563,0.12529533,0.09159619,-0.0011846807,0.06501173,0.02909964,0.04534799,0.020731486,-0.042351086,-0.01264411,-0.0020087445,-0.17632324,0.018302165,0.1341482,-0.040709026,0.0135369655,0.09751987,-0.1474831,-0.09987918,0.13460405,0.16897598,-0.112064175,0.14099815,0.028788941,0.04855823,0.07668871,-0.10796959,0.17942841,-0.12643465,-0.05151224,0.030925136,-0.08311243,-0.12033333,-0.13089097,-0.0077230567,-0.12331933,0.19081742,-0.15164219,-0.031425115,0.081086054,0.13761754,0.12892576,0.06518445,0.115338944,-0.044113,0.06261401,0.056152206,0.12294553,0.113431714,-0.029297082,-0.042362917,-0.19267589,0.09113636
social,-0.08617349,0.028045608,0.085048355,-0.012286991,0.1060561,0.063698255,-0.09039902,0.16699003,-0.1042549,-0.027546875,-0.07177381,-0.048694514,-0.11952077,0.14765805,0.007509253,-0.09292711,0.10440692,-0.04347203,0.02103273,-0.16389118,0.071764484,-0.037388008,0.14946142,-0.10079493,0.096504584,-0.19344084,-0.07249651,0.084675714,-0.14561616,0.027311308,0.0841018,0.12318434,-0.059575547,-0.25603646,0.074852936,-0.11608588,-0.13206676,-0.11523899,0.062832676,-0.1429195,-0.061284978,-0.016086865,-0.045459054,0.07612421,0.08727127,0.015476365,-0.07873737,-0.008639183,0.098124675,-0.047474112,-0.048457295,0.03227815,0.18075003,0.0022110126,0.025376951,-0.11169315,0.08454851,0.093257315,-0.042059768,0.058123425,-0.052475717,0.056040198,-0.028082697,0.053859387,-0.112960786,-0.016639207,0.020336067,0.08815066,-0.15781228,0.05595869,-0.08597531,0.060212348,-0.07720222,-0.09654281,-0.05837973,-0.17357698,0.044683494,0.0028596516,-0.0790111,-0.10446599,-0.10451509,-0.038378265,-0.067921855,0.30710062,-0.17700112,0.020496197,0.1907593,0.062807165,0.21532547,0.12908262,0.03277681,-0.08306421,-0.13589992,-0.02912637,0.07674435,0.06792081,0.018605234,-0.0334815,0.044287756,0.09889345
circumstances,-0.14769267,0.061054982,0.06327783,-0.042523358,0.12891668,-0.18585667,-0.072163686,0.2758427,-0.17989536,-0.07668959,-0.041872706,-0.113364525,-0.12699741,0.08418779,0.13130389,-0.12726228,0.046632383,-0.10737816,0.011998799,-0.111083925,0.08367563,0.0075961454,0.009124818,0.009962662,0.14109866,-0.100350484,-0.12170215,0.07721716,-0.1459596,0.033473864,0.07073835,0.02392917,-0.06329153,-0.16841874,0.020427722,0.11372604,-0.05184824,-0.004297991,0.03314642,-0.18471186,-0.19492601,-0.050207637,-0.09780714,0.13697729,0.07316474,-0.029238848,-0.06862569,0.040379934,0.118265055,0.04926,0.05781952,-0.0014537872,0.06738438,0.037546396,0.06536377,0.0009807157,0.11607607,0.023649642,-0.085910514,0.0345596,-0.11205502,0.0494553,-0.1644698,-0.00642653,-0.08805606,0.13589796,0.043162122,0.10437412,-0.045737594,0.06899859,-0.06431369,0.0031693238,0.031203954,-0.05986331,0.059631746,-0.047771126,0.06163436,-0.0046590273,-0.14275518,-0.040359803,-0.03314555,0.01476812,0.008287941,0.2619944,-0.025808372,0.05153651,0.072062194,0.15079272,0.21346858,0.07972681,0.13335955,0.024938138,-0.061636742,-0.02070194,0.23117207,0.095218405,0.055705346,-0.14250855,0.057676874,-0.05909894
kill,0.002726461,-0.059867743,-5.8074485e-05,0.08499663,0.010264397,-0.12062252,-0.18566588,0.17790361,0.03823694,0.08058631,0.047832824,-0.04517079,0.025298838,-0.0043950565,-0.0461443,-0.036026925,-0.062531956,-0.30846658,0.013357973,-0.1625265,-0.03270766,-0.00048284946,0.15884982,-0.19086438,-0.06595614,0.05845677,-0.06440493,-0.10028182,-0.011997126,-0.008139263,0.014519258,0.023843473,0.13003351,-0.053182606,0.052354097,-0.0059995153,-0.045465082,-0.03885712,-0.14595273,0.04659827,0.10520462,-0.0088145435,0.10179814,0.19987132,-0.017091906,-0.12821841,-0.0103009,-0.09271456,0.02429053,0.076989904,-0.03989118,0.0038194945,-0.037211176,0.08133627,-0.06562711,-0.010660834,-0.041309252,-0.0031948378,-0.11308959,0.009584582,-0.016098501,0.11079167,0.08379125,0.08003486,-0.23073302,-0.07713703,0.029828817,0.04844447,-0.23878089,0.22240615,0.04985006,0.12701274,0.10271252,0.03733212,0.10938466,-0.05046892,-0.027268635,-0.0889194,-0.08738543,0.076053396,-0.20437004,-0.003564933,-0.1457064,0.047818553,-0.23235765,-0.039051577,-0.10363138,0.120473936,0.08304749,0.121059366,0.04957524,0.022523776,-0.1149814,-0.012996818,0.108052,0.048037417,0.011993183,-0.055808704,-0.21366887,0.014554696
business,-0.25543067,0.16712761,0.115710564,0.030848932,0.075976744,-0.16910794,-0.12818913,0.34297168,-0.07522751,-0.068806455,-0.007570293,-0.075691506,-0.10126513,0.13360076,0.11006259,-0.15616491,0.08946733,-0.064923875,0.01681763,-0.14849508,0.08550326,-0.029594677,0.019323811,0.008136811,-0.043810274,-0.009142382,-0.12569411,-0.026257986,-0.059593678,-0.08280717,0.05102618,0.009423482,0.008789866,-0.07359236,-0.04308527,0.063024744,0.07605262,-0.023249716,-0.016497679,-0.14882241,-0.048630875,-0.04246178,-0.04062465,0.15753575,-0.06358188,-0.11899581,-0.10274733,0.037553273,0.22749491,0.031166883,-0.023798594,-0.013713213,0.040172726,0.021822717,0.03383292,0.06686535,0.08843633,-0.057597574,-0.028277567,-0.052603707,-0.054625917,0.020276919,-0.12529123,0.014722815,-0.124256626,0.037179958,0.02899079,0.1592093,-0.05939469,0.119665995,-0.09082879,-0.025239967,0.04859425,-0.03612268,0.18409477,0.005324304,0.100181945,-0.02570337,-0.14001,-0.061595812,-0.033546813,-0.013350029,0.030119153,0.20158884,-0.021482432,-0.10672743,0.007169177,0.17344263,0.19882092,0.12639454,0.13473643,-0.027849697,-0.09137375,0.018257774,0.2119023,0.10380845,-0.004216313,-0.081826106,-0.025552016,0.00020964425
execution,-0.030562242,0.12327283,0.069944784,-0.022214951,0.11586572,-0.03803882,-0.12741238,0.3593452,-0.032446507,-0.12833932,0.013692173,-0.105805956,-0.12761341,0.12322872,0.11536925,-0.14533292,0.08268717,-0.16014346,0.08625229,-0.1755842,0.1191187,-0.06645601,0.006597172,0.027740352,-0.024407947,-0.06877658,-0.084143296,0.027655879,-0.040379953,-0.011838463,-0.048313137,0.031016499,-0.05081748,-0.21734004,0.048112538,-0.06824023,-0.02097082,-0.08313145,0.03073751,-0.16392806,-0.054386735,0.049421903,0.030349705,0.0638679,0.020419477,-0.04870869,-0.1988775,-0.017618787,0.20304993,0.04377219,-0.06166602,0.017946552,0.07257638,-0.033818517,0.13204554,-0.09865034,0.10815311,0.012004469,-0.034726154,-0.01650135,-0.13619994,0.09363314,-0.061074156,0.062170766,-0.0788565,0.03473036,0.1069059,0.11789705,-0.122316405,0.052590426,-0.071829595,0.018444436,-0.021923287,-0.09382938,0.032765023,-0.10719699,0.08914048,0.009335492,-0.18297902,-0.09838543,-0.07701655,0.054227166,-0.06945552,0.16671246,-0.03973553,-0.033696998,0.078638785,0.07207659,0.21598415,0.19446243,0.077928,0.005137495,-0.17914914,-0.055975784,0.07173267,0.052932434,-0.029751785,-0.06664492,0.0500134,0.12151672
attention,-0.1618429,0.052742686,0.13263546,0.12458339,0.029717915,-0.27862802,-0.11522134,0.31494766,-0.11039077,-0.063232586,-0.04586163,-0.08108691,-0.04661318,0.045262523,0.28814507,-0.033515427,0.013859932,-0.19088283,0.037494477,-0.07540688,0.04550716,0.021124128,0.047728326,-0.07749725,-0.027756013,0.1695814,-0.18037899,-0.04504873,-0.037405316,0.0106378095,0.015451898,-0.048303884,0.018484043,-0.04989647,-0.030332994,0.17731333,0.048235584,-0.034371994,-0.107992336,-0.04785068,-0.13875453,0.051901586,0.07894075,0.10399943,-0.037168387,-0.08013761,-0.07845029,-0.0069844,0.15424861,0.04066021,-0.04330673,0.008076399,-0.038729925,0.0894562,0.011151966,0.04460268,0.027353538,-0.0572033,-0.11358451,-0.02249565,-0.1041537,0.10639295,-0.12029389,0.0430589,-0.114213675,0.060434133,0.033440426,0.09317558,-0.12448535,0.1630756,-0.038867053,0.03636617,0.06987078,-0.08381421,0.21125905,0.055111095,0.12171723,0.011837193,-0.11807612,0.014346996,-0.051969837,-0.03334647,0.034395058,0.17769277,0.009903057,-0.037028447,-0.098735146,0.18218826,0.05577622,0.04645349,0.09983861,0.006373076,-0.101165436,-0.027364638,0.16067271,0.077003404,-0.023271047,-0.085506044,0.009323136,-0.058243845
particles,-0.1286537,0.045422345,0.11151366,-0.024477156,0.06806263,-0.109648734,-0.0015738896,0.21555354,-0.21603076,-0.07479276,-0.04856921,-0.07203095,-0.19241914,0.115091175,0.12130382,-0.072701335,0.093804464,-0.049846567,-0.05199074,-0.12834722,0.082568474,0.035445295,0.123701885,-0.12585738,0.0676472,-0.14338297,-0.15138894,0.07564139,-0.19935249,0.02804091,0.07241967,0.03609058,-0.05936255,-0.1474933,0.08805207,0.08309698,-0.07589948,-0.11906382,0.055082757,-0.20268017,-0.19499409,-0.049978916,-0.08693839,0.09281287,0.16473876,0.03891927,-0.022615539,0.013142774,0.09120878,-0.028048823,-0.009594939,0.027697392,0.16629504,-0.0033779705,0.040241312,-0.0136474995,0.11321863,0.071576275,-0.022450086,0.07928753,-0.020697156,0.0014281332,-0.15215364,0.0076677315,-0.08841304,0.06789604,-0.014612696,0.13293147,-0.12109642,0.037169132,-0.1027434,0.06425398,0.007524921,-0.05554956,-0.005248383,-0.011540092,0.07155105,-0.012347627,-0.09206159,-0.07046649,-0.0032586295,-0.011244415,-0.011581571,0.35178825,-0.029770881,0.082777545,0.12791835,0.047656633,0.16049682,0.001785696,0.049506303,-0.06513056,-0.062864006,-0.032050587,0.10592727,0.060160868,0.07260483,-0.15823515,0.09400444,-0.043798137
belonging,-0.11783401,0.08577625,0.04860717,-0.12743935,0.14017572,-0.053605914,-0.0023925586,0.17600346,-0.17927344,-0.080500185,-0.1020096,-0.058670104,-0.122481145,0.075816385,0.17745306,-0.06660726,0.085715756,0.030655062,-0.032819536,-0.22787224,-0.019150004,0.029291192,0.105920546,-0.0889994,0.088623285,-0.10467628,-0.109621435,0.00392272,-0.27050218,0.15330277,0.043975297,-0.065531164,-0.050328203,-0.16641814,0.040387787,0.04703499,-0.06423923,0.016600233,0.0697999,-0.037872504,-0.08798027,-0.050346836,-0.034192286,0.16585836,0.07267971,0.10535685,0.029217917,0.023302795,0.021894887,0.060017917,0.06674704,-0.01960183,0.103219874,-0.0053164847,0.027544532,0.060761627,0.17143522,0.014713141,-0.01946865,0.11848076,-0.08124486,0.12140723,-0.17733143,-0.064154066,-0.045635078,0.07509382,-0.0340215,0.050867457,-0.09443845,0.003980292,-0.016639058,0.027870657,0.045540996,0.01247361,-0.059708256,-0.068206504,0.02120442,-0.0012366256,-0.056027625,-0.050979823,-0.13230601,0.09003068,0.015488982,0.346648,0.033622663,0.13926545,0.07603148,0.02435374,0.1762764,-0.080580905,0.10387292,-0.030572046,-0.10430304,-0.09809929,0.13127609,0.11587513,0.11924022,-0.16374113,-0.040289134,-0.03874974
bad,-0.15160832,0.009900146,0.18074088,0.103770725,0.05224483,-0.16733289,-0.13079263,0.2500898,-0.11065435,-0.11941094,0.08403081,-0.08598104,-0.07350022,0.13648719,0.13585825,-0.08973091,0.12882067,-0.054868665,0.04237764,-0.14607981,0.09331434,-0.0132196015,0.13040045,-0.16850145,0.024959741,-0.014337758,-0.12594998,0.0298824,0.018065823,-0.028518809,0.10355584,-0.027166005,-0.050442625,-0.033578943,0.05108051,0.06629982,0.035901252,-0.06478741,-0.0025101874,-0.1832008,0.05885454,-0.02378556,0.11123813,0.19663383,-0.05383511,-0.091759145,-0.13672991,-0.04661982,0.17341691,-0.04098039,0.01997135,-0.012091092,0.091026746,-0.037668847,0.0249881,0.07481618,0.050007552,-0.036235694,-0.057010934,-0.018814128,-0.0983475,0.10868204,-0.025992667,0.0777631,-0.14836966,0.10615158,-0.075477265,0.16199292,-0.19759937,0.13758333,-0.053341527,0.08825207,0.14189292,0.0033753116,0.16472964,0.018811006,0.08055779,-0.052175503,-0.12979464,-0.061648063,-0.11408843,-0.070758134,-0.01414895,0.25725302,-0.0068703196,-0.016791293,0.07211037,-0.051054947,0.08674834,0.07153469,0.046934236,0.007299955,-0.17904633,-0.004641993,0.126794,0.10020133,-0.020658312,-0.031283777,-0.04872224,-0.053157523
belongs,0.015291992,-0.05720276,0.12523319,0.025475835,0.07700559,-0.04629388,-0.07817975,0.115796745,-0.046378203,0.043943163,-0.048531916,-0.059942536,0.031664383,0.1340161,0.024026271,0.007472765,0.0623552,-0.14962262,0.03322675,-0.2976876,-0.04881122,0.006254065,0.17574716,-0.13231727,-0.026110074,0.05782659,-0.0706098,-0.10833877,-0.15790145,0.028189596,0.08867627,0.14512584,-0.049671132,-0.23373283,0.042590074,-0.06317788,-0.1280245,-0.10615204,-0.114213526,0.0092308875,0.18657611,-0.048447587,0.095484,0.12320709,0.0116732,0.052997097,-0.14258777,-0.10755881,0.030713266,-0.022324624,-0.15145491,-0.07428856,-0.0049971933,0.04563375,-0.046784822,-0.16977885,0.045158286,-0.047974173,-0.15785934,0.07811774,-0.03658171,0.093634315,0.039594244,0.023892248,-0.09892543,-0.10134322,-0.014623626,0.03117993,-0.19632663,0.07904763,0.029844806,0.1580182,-0.0033921648,0.072626226,0.054941256,-0.12203316,0.03641013,0.037828106,0.0013547541,0.0053900317,-0.11948976,0.0041046147,-0.18590865,0.12823157,-0.27829573,0.008531854,0.030884538,0.030752173,0.16804056,0.13888057,0.07264768,0.010550946,-0.12950149,-0.107523404,0.06543852,0.11213402,0.013982411,-0.042830937,-0.07827202,0.035314992
imagination,-0.08925227,0.016587127,0.12392185,-0.04594702,0.015750475,-0.019532746,0.012035107,0.17900872,-0.037953924,0.11157745,-0.13663876,-0.06524885,-0.11859921,0.047087055,0.0016027284,-0.011616273,-0.015391029,-0.12571202,-0.084651865,-0.17346382,0.12261483,0.06916648,0.11319186,-0.17045645,0.008150968,-0.03374715,-0.14780395,-0.165924,-0.15299961,0.01469237,0.023996605,0.13772587,0.04945514,-0.19796719,0.02062798,0.07890687,-0.05858731,-0.06835598,-0.12645982,-0.116038345,-0.06311231,-0.043364935,0.040457856,0.10361738,0.08159132,-0.07261523,0.03822546,-0.044328228,0.119053476,0.066343665,-0.031113341,-0.03255936,0.03938542,-0.02294267,-0.11365239,0.03684528,0.088142514,0.0670314,-0.08448661,0.0036900537,-0.022770293,-0.01491641,-0.120795235,-0.05462098,-0.16863218,-0.040538546,0.035082374,0.14250855,-0.14169273,0.1784087,-0.07529007,-0.01809934,-0.041845817,0.045829065,-0.008283503,-0.070401445,0.08930964,-0.0232126,-0.12688893,0.115048006,-0.06875106,0.040577028,-0.13534841,0.22154567,-0.20095408,0.07024604,0.0849,0.10527495,0.15788683,0.10126221,0.119819626,-0.1275157,-0.06268307,-0.088018134,0.20273651,0.16291447,0.06962802,-0.13537982,-0.15247028,0.0140291145
philosophers,-0.18244903,0.13484892,0.02490618,0.024291951,0.117630325,-0.13972357,-0.104259804,0.21039207,-0.031561702,-0.18643144,0.15918723,-0.10254092,-0.07378542,0.13121997,0.10201606,-0.21054666,0.028179908,-0.08349701,0.022737123,-0.018652353,0.0061574243,-0.08390238,-0.0307625,0.023712812,-0.1421926,0.016372915,-0.051755425,-0.06826506,-0.066634245,-0.1296694,0.008711114,-0.074500725,-0.032060977,-0.031160237,0.043824363,0.07468925,0.049932145,0.096096046,0.0838562,-0.09140183,0.01719169,-0.23146841,0.020842018,0.1569621,-0.027718889,-0.07984205,-0.15477732,-0.0052277986,0.21292184,0.049857453,0.07225506,0.02289338,0.041573655,-0.01637166,0.08724937,0.050815497,0.0082345605,0.010273489,-0.16120341,-0.07689199,0.048334774,0.010812673,-0.07133239,0.048153702,-0.09833908,-0.002656154,0.11783925,0.18963483,-0.05749155,0.17319134,0.070650965,-0.06751391,0.17958367,-0.015056103,0.30386215,-0.01053249,-0.023653163,0.0282449,-0.101854175,-0.06507184,-0.054748833,0.044652764,-0.06934722,0.037052292,-0.021512393,-0.088844605,0.06958834,0.11425384,0.09951276,0.009051092,0.14771375,0.003296173,0.057170786,0.09871257,0.056717638,0.07819441,0.025270337,-0.17487061,-0.100689724,-0.085536934
freedom,-0.08517246,-0.025520746,0.059535597,0.06490297,0.050608005,-0.12063991,-0.12259403,0.24082965,0.059624374,0.035604466,-0.05471266,-0.064946115,-0.18012789,0.026454272,0.12622425,-0.050438046,-0.052969776,-0.23391126,0.02047363,-0.13450381,0.056990787,0.06082985,0.12930219,-0.138915,0.0040376917,0.059904143,-0.11938587,-0.117084734,-0.054763645,0.0045550484,0.009276833,-0.01781989,0.110422835,-0.10390469,0.033389267,0.08528652,-0.028247563,-0.039086152,-0.079077244,-0.055769563,-0.072051145,0.044783697,0.13742636,0.12923716,0.0053789876,-0.112791896,-0.123778574,-0.09493102,0.18707055,0.05235391,-0.046891853,0.019994685,0.05435214,0.00040807098,-0.010833488,0.01308241,0.056570545,0.006919785,-0.07683217,-0.047326475,-0.13284071,0.12772422,-0.020421892,0.013048257,-0.19012131,-0.06707966,0.030879911,0.14175594,-0.2367763,0.19430365,-0.0127086155,0.07137096,0.054390218,0.05043913,0.072842725,-0.03925586,0.14063014,-0.037046567,-0.17829247,0.00019222625,-0.17450929,0.007176383,-0.06004551,0.18576787,-0.12115057,0.057027686,-0.0049805124,0.10837717,0.10363207,0.11503193,0.08157259,-0.03143108,-0.2015047,-0.0825791,0.12995689,0.16647182,-0.021867134,-0.08713248,-0.08299214,0.03359941
influence,-0.17976278,0.14663583,0.08065146,-0.05052917,0.12157177,-0.13434935,-0.10735885,0.35062358,-0.059414938,-0.07426994,-0.037952065,-0.03190527,-0.17573988,0.09724059,0.16619827,-0.12632182,0.009159765,-0.057110414,0.052188057,-0.047947437,0.09087795,-0.03863593,0.063083895,0.026678244,0.01234799,-0.017238759,-0.12582454,-0.02889907,-0.065033995,0.02598573,-0.006491005,-0.07860802,0.054639738,-0.084704675,0.008250157,0.017898815,0.010727203,-0.009895011,0.03502136,-0.13367891,-0.21244738,0.0085189985,-0.07160414,0.071131244,-0.010105088,-0.05975297,-0.08875049,0.07145445,0.23029329,0.013030519,0.012885264,0.053222336,0.103436604,0.048241746,0.08873512,0.026336389,0.118942544,0.0063913274,0.014452915,-0.060454514,-0.15133753,-0.00035004198,-0.14998002,0.064556085,-0.041121036,0.05094578,0.10217772,0.103146374,-0.04686078,0.08277352,-0.15201989,-0.032777827,0.019167751,-0.09599261,0.09416556,-0.022036701,0.14866006,-0.018045753,-0.17410263,-0.080815084,-0.023132388,0.025277046,0.12439801,0.23473436,-0.008872,-0.044535678,0.04299037,0.19436404,0.1779219,0.104072,0.15177906,-0.05491791,-0.11068854,-0.055832326,0.15124166,0.114959605,-0.0061106817,-0.05126705,0.02203774,0.051454857
standing,-0.070619,-0.019136528,0.056731973,0.03052247,0.030507782,-0.067411095,-0.067639075,0.2775363,-0.15138969,-0.19503401,-0.0539115,-0.2158191,-0.08545887,0.068643525,0.2721952,-0.06257508,0.07151774,-0.11631701,-0.012484011,-0.14500098,0.0622281,0.0024830112,-0.052760236,0.012383175,0.03813805,-0.03564957,-0.15521131,0.04001977,-0.11053415,0.055986006,-0.024194837,0.059151005,-0.07730638,-0.2231824,0.032454137,0.10977705,0.002309874,-0.05519374,0.030221295,-0.18247223,-0.096889906,-0.01681934,0.06927031,0.09820594,0.058820833,0.057786483,-0.16542995,0.017530212,0.055599757,0.11044936,-0.0017297793,-0.011429202,0.058332566,-0.06183173,0.060531616,0.049490895,0.11364505,0.03478919,-0.072195806,0.114311166,-0.038318414,0.2077443,-0.13445976,-0.051571913,-0.09698692,0.1512616,0.01759283,0.17253779,-0.07017485,0.055278588,0.07831724,-0.0004408095,0.0006559247,-0.049155038,0.022557398,-0.0689417,0.06678678,0.062172167,-0.09975359,-0.010837738,-0.041506447,0.09987088,-0.043934792,0.23915862,0.026698444,0.13021524,0.081578955,0.06748029,0.14842983,-0.02324654,0.09777916,0.03314049,-0.13608322,0.03668924,0.08970461,0.08823759,0.043049388,-0.20042568,0.0028645485,-0.063060634
enjoy,-0.117323756,0.044795047,0.0058230553,-0.004774083,0.10472415,-0.1702137,-0.16057819,0.18725516,-0.055077817,-0.071883306,0.04847622,-0.19894859,-0.020238914,0.09011578,0.016163884,-0.05580013,-0.03745123,-0.11282226,0.04948305,-0.19846864,-0.020739978,-0.0822788,0.09470055,-0.104816616,0.010969019,-0.041642442,-0.08907586,-0.13184224,-0.003749499,-0.06352843,0.07486352,-0.011757637,0.045686577,-0.07149069,0.034489173,0.07604447,0.09233813,0.04970257,-0.08423601,0.037561465,0.1547924,-0.002759559,0.04095733,0.29529032,-0.080181696,-0.08113611,-0.05904189,0.004279025,0.03507057,0.08503016,-0.01451609,-0.021042947,0.044402376,0.04420401,0.013062865,0.0010465686,-0.019570116,-0.067077436,-0.14958511,0.009131793,-0.15424338,0.118026055,0.04222875,0.035233364,-0.10948475,0.036780883,0.021222696,0.0840137,-0.1598408,0.22266147,0.012981751,0.09062307,0.054755807,0.007808331,0.21256734,0.021991331,0.045164287,-0.025713352,-0.08800594,-0.017476736,-0.21333314,-0.02468734,-0.04713159,0.09462143,-0.19508642,-0.022063462,0.05288036,0.114672184,0.14539029,0.18893361,0.09761042,0.084942155,-0.14498195,-0.010574214,0.25414732,0.11168283,-0.06771419,-0.011013583,-0.06557388,-0.022908848
myself,-0.06895303,-0.034389503,-0.06305614,0.098522335,-0.016307022,-0.18687496,-0.079919346,0.1381677,0.17883196,0.008862,0.065815836,-0.03276684,-0.022813855,0.011478392,-0.04913163,-0.062784,-0.077486835,-0.13277322,0.045080956,-0.12894209,-0.070300564,-0.012107463,0.0671863,-0.082017325,-0.031993642,0.09659646,0.021429453,-0.13438527,-0.034596812,-0.061321888,-0.02067432,-0.016195336,0.11175405,0.06064996,0.019779623,0.06272645,0.087048344,-0.021209067,-0.08136079,0.030629111,0.06550975,-0.07885285,0.02731961,0.1474873,-0.09920387,-0.18005078,0.024630802,-0.049527418,0.028152997,0.056511804,0.060127225,0.03337486,-0.013068701,0.07718167,-0.04796111,0.11302122,-0.16402587,-0.08775013,-0.16463353,-0.009938341,0.06315144,0.0181232,0.07787992,0.06272016,-0.14077727,-0.0481596,0.03196048,0.071160585,-0.13650064,0.22402771,0.12499218,0.07686595,0.16576123,-0.0020233977,0.099139616,0.0041881762,0.00271452,-0.0734408,-0.06469143,0.10848313,-0.19994618,0.019432068,-0.11341447,0.07567896,-0.18920408,-0.0133191915,0.04346036,0.16499656,0.033611707,0.053454593,0.14649066,0.10403491,0.075052,0.121693335,0.333349,0.10162336,-0.087379836,-0.03876995,-0.2701133,0.010151194
signifie,-0.064308025,0.08798723,-0.052124362,-0.06903231,0.18276176,-0.106120445,-0.09648536,0.19114417,-0.10261924,-0.12577787,-0.042126507,-0.20165825,-0.042382598,0.07265641,0.03841419,-0.062978365,0.07158342,-0.07022792,0.018624296,-0.23059927,-0.020765392,-0.10615766,0.042627342,-0.04697391,0.013272008,-0.09693968,-0.16319239,-0.02602819,-0.07310933,0.043585896,0.08229581,0.014879665,-0.07331048,-0.20569393,0.051312063,0.021474147,0.025494896,-0.03398629,0.0016787024,-0.077255644,0.077726334,-0.09986841,0.03460971,0.19329742,0.070830524,0.061981477,-0.02733471,0.014229605,-0.031202896,0.10960789,-0.02211768,-0.10369209,0.100204065,0.0064990693,0.009423614,0.035602193,0.10918912,-0.05495203,-0.10421331,0.1204511,-0.08532932,0.101589985,0.032000925,-0.0030842978,-0.060091723,0.055461142,0.012510541,0.20443447,-0.03802555,0.1017609,0.061123718,-0.011634574,0.07369246,0.07410912,0.07687715,-0.047973085,-0.08954397,0.07826855,-0.059785854,-0.12093466,-0.15079056,0.07987371,-0.035215978,0.2255855,-0.10464981,0.072404124,0.09778559,0.072411366,0.22974858,0.03768534,0.15047832,0.052781828,-0.12139581,-0.052588396,0.27731934,0.15274674,0.03086684,-0.0949448,-0.15119183,-0.05108571
neverthelesse,-0.096955374,-0.011234846,-0.046137217,0.06659142,0.081484824,-0.17161886,-0.16729803,0.23827012,-0.004234681,-0.12957977,0.07022536,-0.2015208,-0.10609393,-0.0009976362,0.13632332,-0.10615983,-0.047347747,-0.22642733,0.06466794,-0.1377377,-0.006709221,-0.022747733,0.105398916,-0.067970015,0.028428372,0.025779754,-0.111695,-0.06987815,0.031764522,0.0358223,-0.011097438,-0.06370733,0.08506078,-0.046143968,0.066440865,0.15639944,0.07633473,-0.023630528,0.0047867945,-0.10013376,-0.024260212,-0.037907057,0.13346884,0.1499228,0.033729892,-0.105750054,-0.10839797,0.0039614197,0.06475716,0.10006763,0.059234247,0.02480691,0.05834412,-0.011503112,0.07183636,0.040226765,-0.031793106,-0.048813768,-0.1425624,0.05119306,-0.11134512,0.17036127,0.012478763,0.047443226,-0.17087233,0.07734956,0.010927532,0.20088886,-0.21232194,0.22050367,0.058142617,0.0077022924,0.14665179,0.016053228,0.13103443,0.0024158806,0.0346445,0.0040359865,-0.171463,-0.068643205,-0.161157,-0.04620892,-0.051830474,0.15208192,0.009542744,0.06956787,-0.026512735,0.06425389,0.04726868,0.00087268243,0.08912036,0.06630105,-0.11763248,0.07709627,0.20872149,0.09673741,-0.02148227,-0.07415832,-0.09882564,-0.08767809
