book_id,chap_num,T00,T01,T02,T03,T04,T05,T06,T07,T08,T09,T10,T11,T12,T13,T14,T15,T16,T17,T18,T19,T20,T21,T22,T23,T24,T25,T26,T27,T28,T29,T30,T31,T32,T33,T34,T35,T36,T37,T38,T39
1,1,0.0010416666666669167,0.0010416666666669167,0.0010416666666669167,0.0010416666666669167,0.0010416666666669167,0.0010416666666669167,0.0010416666666669167,0.0010416666666669167,0.0010416666666669169,0.0010416666666669167,0.0010416666666669167,0.0010416666666669169,0.0010416666666669167,0.0010416666666669167,0.0010416666666669167,0.0010416666666669167,0.0010416666666669167,0.0010416666666669167,0.0010416666666669167,0.0010416666666669167,0.0010416666666669167,0.0010416666666669167,0.0010416666666669169,0.0010416666666669167,0.0010416666666669167,0.0010416666666669169,0.0010416666666669169,0.0010416666666669167,0.0010416666666669167,0.0010416666666669167,0.5296304291014761,0.0010416666666669167,0.0010416666666669167,0.0010416666666669167,0.0010416666666669167,0.0010416666666669167,0.0010416666666669167,0.43078623756518114,0.0010416666666669169,0.0010416666666669167
1,2,0.00016666666666673174,0.00016666666666673174,0.00016666666666673174,0.00016666666666673174,0.00016666666666673174,0.00016666666666673174,0.00016666666666673174,0.00016666666666673174,0.00016666666666673174,0.00016666666666673174,0.00016666666666673174,0.5504748779246955,0.00016666666666673174,0.00016666666666673174,0.00016666666666673174,0.00016666666666673174,0.00016666666666673174,0.00016666666666673174,0.00016666666666673174,0.00016666666666673174,0.00016666666666673174,0.00016666666666673174,0.00016666666666673174,0.00016666666666673174,0.00016666666666673174,0.00016666666666673174,0.00016666666666673174,0.00016666666666673174,0.00016666666666673174,0.00016666666666673174,0.00016666666666673944,0.44319178874196835,0.00016666666666673174,0.00016666666666673174,0.00016666666666673174,0.00016666666666673174,0.00016666666666673174,0.00016666666666673174,0.00016666666666673174,0.00016666666666673174
1,3,0.0004310344827589588,0.00043103448275895885,0.0004310344827589588,0.0004310344827589588,0.0004310344827589588,0.00043103448275895885,0.0004310344827589588,0.00043103448275895885,0.00043103448275895885,0.0004310344827589588,0.0004310344827589588,0.00043103448275895885,0.0004310344827589588,0.0004310344827589588,0.0004310344827589588,0.0004310344827589588,0.0004310344827589588,0.00043103448275895885,0.0004310344827589588,0.0004310344827589588,0.0004310344827589588,0.00043103448275895885,0.0004310344827589588,0.0004310344827589588,0.0004310344827589588,0.00043103448275895885,0.00043103448275895885,0.00043103448275895885,0.27128806353677154,0.0004310344827589588,0.2491712337956401,0.00043103448275895885,0.00043103448275895885,0.00043103448275895885,0.0004310344827589588,0.0004310344827589588,0.00043103448275895885,0.32540251542171916,0.13862094586654672,0.0004310344827589588
1,4,6.631299734750467e-05,6.631299734750467e-05,6.631299734750467e-05,6.631299734750468e-05,6.631299734750467e-05,6.631299734750467e-05,6.631299734750468e-05,6.631299734750467e-05,0.2849388194564693,6.631299734750467e-05,6.631299734750467e-05,6.631299734750468e-05,6.631299734750467e-05,6.631299734750467e-05,6.631299734750467e-05,6.631299734750468e-05,6.631299734750468e-05,6.631299734750468e-05,6.631299734750467e-05,6.631299734750467e-05,6.631299734750467e-05,6.631299734750467e-05,6.631299734750467e-05,6.631299734750467e-05,6.631299734750467e-05,6.631299734750467e-05,6.631299734750467e-05,6.631299734750468e-05,6.631299734750468e-05,6.631299734750467e-05,0.4049420251424626,6.631299734750468e-05,6.631299734750467e-05,6.631299734750467e-05,6.631299734750468e-05,6.631299734750467e-05,6.631299734750467e-05,0.30766557449921034,6.631299734750467e-05,6.631299734750467e-05
1,5,0.0004464285714285956,0.0004464285714285956,0.0004464285714285956,0.0004464285714285956,0.0004464285714285956,0.0004464285714285956,0.0004464285714285956,0.00044642857142859565,0.0004464285714285956,0.0004464285714285956,0.0004464285714285956,0.0004464285714285956,0.0004464285714285956,0.0004464285714285956,0.0004464285714285956,0.0004464285714285956,0.0004464285714285956,0.0004464285714285956,0.0004464285714285956,0.0004464285714285956,0.0004464285714285956,0.0004464285714285956,0.0004464285714285956,0.0004464285714285956,0.0004464285714285956,0.0004464285714285956,0.0004464285714285956,0.0004464285714285956,0.0004464285714285956,0.0004464285714285956,0.0004464285714286008,0.0004464285714285956,0.0004464285714285956,0.0004464285714285956,0.0004464285714285956,0.0004464285714285956,0.9825892857142847,0.0004464285714285957,0.0004464285714285956,0.0004464285714285956
1,6,0.00014705882352949917,0.00014705882352949917,0.00014705882352949917,0.0001470588235294992,0.0001470588235294992,0.00014705882352949917,0.00014705882352949917,0.0001470588235294992,0.00014705882352949917,0.00014705882352949917,0.00014705882352949917,0.2093651464283062,0.0001470588235294992,0.00014705882352949917,0.0001470588235294992,0.0001470588235294992,0.00014705882352949917,0.00014705882352949917,0.0001470588235294992,0.00014705882352949917,0.00014705882352949917,0.00014705882352949922,0.00014705882352949917,0.0001470588235294992,0.00014705882352949917,0.00014705882352949917,0.00014705882352949917,0.00014705882352949917,0.0001470588235294992,0.00014705882352949917,0.5991854457342568,0.00014705882352949917,0.00014705882352949917,0.0001470588235294992,0.00014705882352949917,0.0001470588235294992,0.0001470588235294992,0.18600823136684558,0.00014705882352949917,0.00014705882352949917
1,7,0.00020661157024798698,0.00020661157024798698,0.00020661157024798698,0.00020661157024798698,0.00020661157024798698,0.00020661157024798698,0.00020661157024798698,0.000206611570247987,0.00020661157024798698,0.00020661157024798698,0.00020661157024798698,0.000206611570247987,0.00020661157024798698,0.00020661157024798698,0.00020661157024798698,0.00020661157024798698,0.00020661157024798698,0.00020661157024798698,0.00020661157024798698,0.00020661157024798698,0.00020661157024798698,0.00020661157024798698,0.00020661157024798698,0.00020661157024798698,0.00020661157024798698,0.00020661157024798698,0.00020661157024798698,0.000206611570247987,0.00020661157024798698,0.00020661157024798698,0.9919421487603285,0.000206611570247987,0.00020661157024798698,0.00020661157024798698,0.00020661157024798698,0.00020661157024798698,0.00020661157024798698,0.000206611570247987,0.00020661157024798698,0.00020661157024798698
1,8,0.0003333333333334425,0.0003333333333334425,0.0003333333333334425,0.0003333333333334425,0.0003333333333334425,0.0003333333333334425,0.0003333333333334425,0.00033333333333344256,0.00033333333333344256,0.0003333333333334425,0.0003333333333334425,0.5781293621045094,0.0003333333333334425,0.0003333333333334425,0.0003333333333334425,0.0003333333333334425,0.00033333333333344256,0.00033333333333344256,0.0003333333333334425,0.0003333333333334425,0.0003333333333334425,0.00033333333333344256,0.0003333333333334425,0.0003333333333334425,0.0003333333333334425,0.0003333333333334425,0.04665868450954456,0.0003333333333334425,0.0003333333333334425,0.0003333333333334425,0.00033333333333344256,0.0003333333333334425,0.0003333333333334425,0.0003333333333334425,0.037173535298991714,0.0003333333333334425,0.0003333333333334425,0.3260384180869506,0.0003333333333334425,0.0003333333333334425
1,9,0.00012953367875653728,0.00012953367875653728,0.00012953367875653728,0.00012953367875653728,0.00012953367875653728,0.00012953367875653728,0.00012953367875653728,0.00012953367875653728,0.16520067813298595,0.00012953367875653728,0.00012953367875653728,0.16552547003009477,0.00012953367875653728,0.00012953367875653728,0.00012953367875653728,0.00012953367875653728,0.00012953367875653728,0.00012953367875653728,0.00012953367875653728,0.00012953367875653728,0.00012953367875653728,0.00012953367875653728,0.00012953367875653728,0.00012953367875653728,0.00012953367875653728,0.00012953367875653728,0.00012953367875653728,0.00012953367875653728,0.00012953367875653728,0.00012953367875653728,0.360687852370241,0.00012953367875653728,0.00012953367875653728,0.00012953367875653728,0.00012953367875653728,0.00012953367875653728,0.00012953367875653728,0.303922787031443,0.00012953367875653728,0.00012953367875653728
1,10,0.00036764705882373204,0.00036764705882373204,0.00036764705882373204,0.00036764705882373204,0.00036764705882373204,0.00036764705882373204,0.00036764705882373204,0.0003676470588237321,0.0003676470588237321,0.0003676470588237321,0.00036764705882373204,0.18975965305475495,0.00036764705882373204,0.00036764705882373204,0.00036764705882373204,0.05008305491399578,0.0003676470588237321,0.02847483339044169,0.00036764705882373204,0.00036764705882373204,0.00036764705882373204,0.00036764705882373204,0.00036764705882373204,0.00036764705882373204,0.00036764705882373204,0.00036764705882373204,0.00036764705882373204,0.00036764705882373204,0.09081331882600947,0.00036764705882373204,0.48781469247811976,0.00036764705882373204,0.00036764705882373204,0.00036764705882373204,0.0003676470588237321,0.00036764705882373204,0.14055444733667155,0.00036764705882373204,0.00036764705882373204,0.00036764705882373204
