chap_num,para_num,sent_num,token_num,token_str,term_str
16,3,3,3,in,in
16,3,3,4,a,a
16,3,3,5,word,word
16,3,3,6,take,take
16,3,3,7,away,away
16,3,3,8,from,from
16,3,3,9,man,man
16,3,3,10,his,his
16,3,3,11,own,own
16,3,3,12,resources,resources
16,3,3,13,and,and
16,3,3,14,give,give
16,3,3,15,him,him
16,3,3,16,instead,instead
16,3,3,17,new,new
16,3,3,18,ones,ones
16,3,3,19,alien,alien
16,3,3,20,to,to
16,3,3,21,him,him
16,3,3,22,and,and
16,3,3,23,incapable,incapable
16,3,3,24,of,of
16,3,3,25,being,being
16,3,3,26,made,made
16,3,3,27,use,use
16,3,3,28,of,of
16,3,3,29,without,without
16,3,3,30,the,the
16,3,3,31,help,help
16,3,3,32,of,of
16,3,3,33,other,other
16,3,3,34,men,men
16,3,4,0,,
16,3,4,1,The,the
16,3,4,2,more,more
16,3,4,3,completely,completely
16,3,4,4,these,these
16,3,4,5,natural,natural
16,3,4,6,resources,resources
16,3,4,7,are,are
16,3,4,8,annihilated,annihilated
16,3,4,9,the,the
16,3,4,10,greater,greater
16,3,4,11,and,and
16,3,4,12,the,the
16,3,4,13,more,more
16,3,4,14,lasting,lasting
16,3,4,15,are,are
16,3,4,16,those,those
16,3,4,17,which,which
16,3,4,18,he,he
16,3,4,19,acquires,acquires
16,3,4,20,and,and
16,3,4,21,the,the
16,3,4,22,more,more
16,3,4,23,stable,stable
16,3,4,24,and,and
16,3,4,25,perfect,perfect
16,3,4,26,the,the
16,3,4,27,new,new
16,3,4,28,institutions,institutions
16,3,5,0,,
16,3,5,1,so,so
16,3,5,2,that,that
16,3,5,3,if,if
16,3,5,4,each,each
16,3,5,5,citizen,citizen
16,3,5,6,is,is
16,3,5,7,nothing,nothing
16,3,5,8,and,and
16,3,5,9,can,can
16,3,5,10,do,do
16,3,5,11,nothing,nothing
16,3,5,12,without,without
16,3,5,13,the,the
16,3,5,14,rest,rest
16,3,5,15,and,and
16,3,5,16,the,the
16,3,5,17,resources,resources
16,3,5,18,acquired,acquired
16,3,5,19,by,by
16,3,5,20,the,the
16,3,5,21,whole,whole
16,3,5,22,are,are
16,3,5,23,equal,equal
16,3,5,24,or,or
16,3,5,25,superior,superior
16,3,5,26,to,to
16,3,5,27,the,the
16,3,5,28,aggregate,aggregate
16,3,5,29,of,of
16,3,5,30,the,the
16,3,5,31,resources,resources
16,3,5,32,of,of
16,3,5,33,all,all
16,3,5,34,the,the
16,3,5,35,individuals,individuals
16,3,5,36,it,it
16,3,5,37,may,may
16,3,5,38,be,be
16,3,5,39,said,said
16,3,5,40,that,that
16,3,5,41,legislation,legislation
16,3,5,42,is,is
16,3,5,43,at,at
16,3,5,44,the,the
16,3,5,45,highest,highest
16,3,5,46,possible,possible
16,3,5,47,point,point
16,3,5,48,of,of
16,3,5,49,perfection,perfection
16,3,6,0,,
16,4,0,0,The,the
16,4,0,1,legislator,legislator
16,4,0,2,occupies,occupies
16,4,0,3,in,in
16,4,0,4,every,every
16,4,0,5,respect,respect
16,4,0,6,an,an
16,4,0,7,extraordinary,extraordinary
16,4,0,8,position,position
16,4,0,9,in,in
16,4,0,10,the,the
16,4,0,11,State,state
16,4,1,0,,
16,4,1,1,If,if
16,4,1,2,he,he
16,4,1,3,should,should
16,4,1,4,do,do
16,4,1,5,so,so
16,4,1,6,by,by
16,4,1,7,reason,reason
16,4,1,8,of,of
16,4,1,9,his,his
16,4,1,10,genius,genius
16,4,1,11,he,he
16,4,1,12,does,does
16,4,1,13,so,so
16,4,1,14,no,no
16,4,1,15,less,less
16,4,1,16,by,by
16,4,1,17,reason,reason
16,4,1,18,of,of
16,4,1,19,his,his
16,4,1,20,office,office
16,4,1,21,which,which
16,4,1,22,is,is
16,4,1,23,neither,neither
16,4,1,24,magistracy,magistracy
16,4,1,25,nor,nor
16,4,1,26,Sovereignty,sovereignty
16,4,2,0,,
16,4,2,1,This,this
16,4,2,2,office,office
16,4,2,3,which,which
16,4,2,4,sets,sets
16,4,2,5,up,up
16,4,2,6,the,the
16,4,2,7,Republic,republic
16,4,2,8,nowhere,nowhere
16,4,2,9,enters,enters
16,4,2,10,into,into
16,4,2,11,its,its
16,4,2,12,constitution,constitution
16,4,3,0,,
16,4,3,1,it,it
16,4,3,2,is,is
16,4,3,3,an,an
16,4,3,4,individual,individual
16,4,3,5,and,and
16,4,3,6,superior,superior
16,4,3,7,function,function
16,4,3,8,which,which
16,4,3,9,has,has
16,4,3,10,nothing,nothing
16,4,3,11,in,in
16,4,3,12,common,common
16,4,3,13,with,with
16,4,3,14,human,human
16,4,3,15,empire,empire
16,4,4,0,,
16,4,4,1,for,for
16,4,4,2,if,if
16,4,4,3,he,he
16,4,4,4,who,who
16,4,4,5,holds,holds
16,4,4,6,command,command
16,4,4,7,over,over
16,4,4,8,men,men
16,4,4,9,ought,ought
16,4,4,10,not,not
16,4,4,11,to,to
16,4,4,12,have,have
16,4,4,13,command,command
16,4,4,14,over,over
16,4,4,15,the,the
16,4,4,16,laws,laws
16,4,4,17,he,he
16,4,4,18,who,who
16,4,4,19,has,has
16,4,4,20,command,command
16,4,4,21,over,over
16,4,4,22,the,the
16,4,4,23,laws,laws
16,4,4,24,ought,ought
16,4,4,25,not,not
16,4,4,26,any,any
16,4,4,27,more,more
16,4,4,28,to,to
16,4,4,29,have,have
16,4,4,30,it,it
16,4,4,31,over,over
16,4,4,32,men,men
16,4,5,0,,
16,4,5,1,or,or
16,4,5,2,else,else
16,4,5,3,his,his
16,4,5,4,laws,laws
16,4,5,5,would,would
16,4,5,6,be,be
16,4,5,7,the,the
16,4,5,8,ministers,ministers
16,4,5,9,of,of
16,4,5,10,his,his
16,4,5,11,passions,passions
16,4,5,12,and,and
16,4,5,13,would,would
16,4,5,14,often,often
16,4,5,15,merely,merely
16,4,5,16,serve,serve
16,4,5,17,to,to
16,4,5,18,perpetuate,perpetuate
16,4,5,19,his,his
16,4,5,20,injustices,injustices
16,4,6,0,,
16,4,6,1,his,his
16,4,6,2,private,private
16,4,6,3,aims,aims
16,4,6,4,would,would
16,4,6,5,inevitably,inevitably
16,4,6,6,mar,mar
16,4,6,7,the,the
16,4,6,8,sanctity,sanctity
16,4,6,9,of,of
16,4,6,10,his,his
16,4,6,11,work,work
16,4,7,0,,
16,5,0,0,When,when
16,5,0,1,Lycurgus,lycurgus
16,5,0,2,gave,gave
16,5,0,3,laws,laws
16,5,0,4,to,to
16,5,0,5,his,his
16,5,0,6,country,country
16,5,0,7,he,he
16,5,0,8,began,began
16,5,0,9,by,by
16,5,0,10,resigning,resigning
16,5,0,11,the,the
16,5,0,12,throne,throne
16,5,1,0,,
16,5,1,1,It,it
16,5,1,2,was,was
16,5,1,3,the,the
16,5,1,4,custom,custom
16,5,1,5,of,of
16,5,1,6,most,most
16,5,1,7,Greek,greek
16,5,1,8,towns,towns
16,5,1,9,to,to
16,5,1,10,entrust,entrust
16,5,1,11,the,the
16,5,1,12,establishment,establishment
16,5,1,13,of,of
16,5,1,14,their,their
16,5,1,15,laws,laws
16,5,1,16,to,to
16,5,1,17,foreigners,foreigners
16,5,2,0,,
16,5,2,1,The,the
16,5,2,2,Republics,republics
16,5,2,3,of,of
16,5,2,4,modern,modern
16,5,2,5,Italy,italy
16,5,2,6,in,in
16,5,2,7,many,many
16,5,2,8,cases,cases
16,5,2,9,followed,followed
16,5,2,10,this,this
16,5,2,11,example,example
16,5,3,0,,
16,5,3,1,Geneva,geneva
16,5,3,2,did,did
16,5,3,3,the,the
16,5,3,4,same,same
16,5,3,5,and,and
16,5,3,6,profited,profited
16,5,3,7,by,by
16,5,3,8,it,it
16,5,4,0,[3],[3]
16,5,4,1,Rome,rome
16,5,4,2,when,when
16,5,4,3,it,it
16,5,4,4,was,was
16,5,4,5,most,most
16,5,4,6,prosperous,prosperous
16,5,4,7,suffered,suffered
16,5,4,8,a,a
16,5,4,9,revival,revival
16,5,4,10,of,of
16,5,4,11,all,all
16,5,4,12,the,the
16,5,4,13,crimes,crimes
16,5,4,14,of,of
16,5,4,15,tyranny,tyranny
16,5,4,16,and,and
16,5,4,17,was,was
16,5,4,18,brought,brought
16,5,4,19,to,to
16,5,4,20,the,the
16,5,4,21,verge,verge
16,5,4,22,of,of
16,5,4,23,destruction,destruction
16,5,4,24,because,because
16,5,4,25,it,it
16,5,4,26,put,put
16,5,4,27,the,the
16,5,4,28,legislative,legislative
16,5,4,29,authority,authority
16,5,4,30,and,and
16,5,4,31,the,the
16,5,4,32,sovereign,sovereign
16,5,4,33,power,power
16,5,4,34,into,into
16,5,4,35,the,the
16,5,4,36,same,same
16,5,4,37,hands,hands
16,5,5,0,,
16,6,0,0,Nevertheless,nevertheless
16,6,0,1,the,the
16,6,0,2,decemvirs,decemvirs
16,6,0,3,themselves,themselves
16,6,0,4,never,never
16,6,0,5,claimed,claimed
16,6,0,6,the,the
16,6,0,7,right,right
16,6,0,8,to,to
16,6,0,9,pass,pass
16,6,0,10,any,any
16,6,0,11,law,law
16,6,0,12,merely,merely
16,6,0,13,on,on
16,6,0,14,their,their
16,6,0,15,own,own
16,6,0,16,authority,authority
16,6,1,0,,
16,6,1,1,"""Nothing","""nothing"
16,6,1,2,we,we
16,6,1,3,propose,propose
16,6,1,4,to,to
16,6,1,5,you,you
16,6,1,6,"""",""""
16,6,1,7,they,they
16,6,1,8,said,said
16,6,1,9,to,to
16,6,1,10,the,the
16,6,1,11,people,people
16,6,1,12,"""can","""can"
16,6,1,13,pass,pass
16,6,1,14,into,into
16,6,1,15,law,law
16,6,1,16,without,without
16,6,1,17,your,your
16,6,1,18,consent,consent
16,6,2,0,,
16,6,2,1,Romans,romans
16,6,2,2,be,be
16,6,2,3,yourselves,yourselves
16,6,2,4,the,the
16,6,2,5,authors,authors
16,6,2,6,of,of
16,6,2,7,the,the
16,6,2,8,laws,laws
16,6,2,9,which,which
16,6,2,10,are,are
16,6,2,11,to,to
16,6,2,12,make,make
16,6,2,13,you,you
16,6,2,14,happy,happy
16,6,3,0,"""",""""
16,7,0,0,He,he
16,7,0,1,therefore,therefore
16,7,0,2,who,who
16,7,0,3,draws,draws
16,7,0,4,up,up
16,7,0,5,the,the
16,7,0,6,laws,laws
16,7,0,7,has,has
16,7,0,8,or,or
16,7,0,9,should,should
16,7,0,10,have,have
16,7,0,11,no,no
16,7,0,12,right,right
16,7,0,13,of,of
16,7,0,14,legislation,legislation
16,7,0,15,and,and
16,7,0,16,the,the
16,7,0,17,people,people
16,7,0,18,cannot,cannot
16,7,0,19,even,even
16,7,0,20,if,if
16,7,0,21,it,it
16,7,0,22,wishes,wishes
16,7,0,23,deprive,deprive
16,7,0,24,itself,itself
16,7,0,25,of,of
16,7,0,26,this,this
16,7,0,27,incommunicable,incommunicable
16,7,0,28,right,right
16,7,0,29,because,because
16,7,0,30,according,according
16,7,0,31,to,to
16,7,0,32,the,the
16,7,0,33,fundamental,fundamental
16,7,0,34,compact,compact
16,7,0,35,only,only
16,7,0,36,the,the
16,7,0,37,general,general
16,7,0,38,will,will
16,7,0,39,can,can
16,7,0,40,bind,bind
16,7,0,41,the,the
16,7,0,42,individuals,individuals
16,7,0,43,and,and
16,7,0,44,there,there
16,7,0,45,can,can
16,7,0,46,be,be
16,7,0,47,no,no
16,7,0,48,assurance,assurance
16,7,0,49,that,that
16,7,0,50,a,a
16,7,0,51,particular,particular
16,7,0,52,will,will
16,7,0,53,is,is
16,7,0,54,in,in
16,7,0,55,conformity,conformity
16,7,0,56,with,with
16,7,0,57,the,the
16,7,0,58,general,general
16,7,0,59,will,will
16,7,0,60,until,until
16,7,0,61,it,it
16,7,0,62,has,has
16,7,0,63,been,been
16,7,0,64,put,put
16,7,0,65,to,to
16,7,0,66,the,the
16,7,0,67,free,free
16,7,0,68,vote,vote
16,7,0,69,of,of
16,7,0,70,the,the
16,7,0,71,people,people
16,7,1,0,,
16,7,1,1,This,this
16,7,1,2,I,i
16,7,1,3,have,have
16,7,1,4,said,said
16,7,1,5,already,already
16,7,2,0,,
16,7,2,1,but,but
16,7,2,2,it,it
16,7,2,3,is,is
16,7,2,4,worth,worth
16,7,2,5,while,while
16,7,2,6,to,to
16,7,2,7,repeat,repeat
16,7,2,8,it,it
16,7,3,0,,
16,8,0,0,Thus,thus
16,8,0,1,in,in
16,8,0,2,the,the
16,8,0,3,task,task
16,8,0,4,of,of
16,8,0,5,legislation,legislation
16,8,0,6,we,we
16,8,0,7,find,find
16,8,0,8,together,together
16,8,0,9,two,two
16,8,0,10,things,things
16,8,0,11,which,which
16,8,0,12,appear,appear
16,8,0,13,to,to
16,8,0,14,be,be
16,8,0,15,incompatible,incompatible
16,8,1,0,,
16,8,1,1,an,an
16,8,1,2,enterprise,enterprise
16,8,1,3,too,too
16,8,1,4,difficult,difficult
16,8,1,5,for,for
16,8,1,6,human,human
16,8,1,7,powers,powers
16,8,1,8,and,and
16,8,1,9,for,for
16,8,1,10,its,its
16,8,1,11,execution,execution
16,8,1,12,an,an
16,8,1,13,authority,authority
16,8,1,14,that,that
16,8,1,15,is,is
16,8,1,16,no,no
16,8,1,17,authority,authority
16,8,2,0,,
16,9,0,0,There,there
16,9,0,1,is,is
16,9,0,2,a,a
16,9,0,3,further,further
16,9,0,4,difficulty,difficulty
16,9,0,5,that,that
16,9,0,6,deserves,deserves
16,9,0,7,attention,attention
16,9,1,0,,
16,9,1,1,Wise,wise
16,9,1,2,men,men
16,9,1,3,if,if
16,9,1,4,they,they
16,9,1,5,try,try
16,9,1,6,to,to
16,9,1,7,speak,speak
16,9,1,8,their,their
16,9,1,9,language,language
16,9,1,10,to,to
16,9,1,11,the,the
16,9,1,12,common,common
16,9,1,13,herd,herd
16,9,1,14,instead,instead
16,9,1,15,of,of
16,9,1,16,its,its
16,9,1,17,own,own
16,9,1,18,cannot,cannot
16,9,1,19,possibly,possibly
16,9,1,20,make,make
16,9,1,21,themselves,themselves
16,9,1,22,understood,understood
16,9,2,0,,
16,9,2,1,There,there
16,9,2,2,are,are
16,9,2,3,a,a
16,9,2,4,thousand,thousand
16,9,2,5,kinds,kinds
16,9,2,6,of,of
16,9,2,7,ideas,ideas
16,9,2,8,which,which
16,9,2,9,it,it
16,9,2,10,is,is
16,9,2,11,impossible,impossible
16,9,2,12,to,to
16,9,2,13,translate,translate
16,9,2,14,into,into
16,9,2,15,popular,popular
16,9,2,16,language,language
16,9,3,0,,
16,9,3,1,Conceptions,conceptions
16,9,3,2,that,that
16,9,3,3,are,are
16,9,3,4,too,too
16,9,3,5,general,general
16,9,3,6,and,and
16,9,3,7,objects,objects
16,9,3,8,that,that
16,9,3,9,are,are
16,9,3,10,too,too
16,9,3,11,remote,remote
16,9,3,12,are,are
16,9,3,13,equally,equally
16,9,3,14,out,out
16,9,3,15,of,of
16,9,3,16,its,its
16,9,3,17,range,range
16,9,4,0,,
16,9,4,1,each,each
16,9,4,2,individual,individual
16,9,4,3,having,having
16,9,4,4,no,no
16,9,4,5,taste,taste
16,9,4,6,for,for
16,9,4,7,any,any
16,9,4,8,other,other
16,9,4,9,plan,plan
16,9,4,10,of,of
16,9,4,11,government,government
16,9,4,12,than,than
16,9,4,13,that,that
16,9,4,14,which,which
16,9,4,15,suits,suits
16,9,4,16,his,his
16,9,4,17,particular,particular
16,9,4,18,interest,interest
16,9,4,19,finds,finds
16,9,4,20,it,it
16,9,4,21,difficult,difficult
16,9,4,22,to,to
16,9,4,23,realise,realise
16,9,4,24,the,the
16,9,4,25,advantages,advantages
16,9,4,26,he,he
16,9,4,27,might,might
16,9,4,28,hope,hope
16,9,4,29,to,to
16,9,4,30,draw,draw
16,9,4,31,from,from
16,9,4,32,the,the
16,9,4,33,continual,continual
16,9,4,34,privations,privations
16,9,4,35,good,good
16,9,4,36,laws,laws
16,9,4,37,impose,impose
16,9,5,0,,
16,9,5,1,For,for
16,9,5,2,a,a
16,9,5,3,young,young
16,9,5,4,people,people
16,9,5,5,to,to
16,9,5,6,be,be
16,9,5,7,able,able
16,9,5,8,to,to
16,9,5,9,relish,relish
16,9,5,10,sound,sound
16,9,5,11,principles,principles
16,9,5,12,of,of
16,9,5,13,political,political
16,9,5,14,theory,theory
16,9,5,15,and,and
16,9,5,16,follow,follow
16,9,5,17,the,the
16,9,5,18,fundamental,fundamental
16,9,5,19,rules,rules
16,9,5,20,of,of
16,9,5,21,statecraft,statecraft
16,9,5,22,the,the
16,9,5,23,effect,effect
16,9,5,24,would,would
16,9,5,25,have,have
16,9,5,26,to,to
16,9,5,27,become,become
16,9,5,28,the,the
16,9,5,29,cause,cause
16,9,6,0,,
16,9,6,1,the,the
16,9,6,2,social,social
16,9,6,3,spirit,spirit
16,9,6,4,which,which
16,9,6,5,should,should
16,9,6,6,be,be
16,9,6,7,created,created
16,9,6,8,by,by
16,9,6,9,these,these
16,9,6,10,institutions,institutions
16,9,6,11,would,would
16,9,6,12,have,have
16,9,6,13,to,to
16,9,6,14,preside,preside
16,9,6,15,over,over
16,9,6,16,their,their
16,9,6,17,very,very
16,9,6,18,foundation,foundation
16,9,7,0,,
16,9,7,1,and,and
16,9,7,2,men,men
16,9,7,3,would,would
16,9,7,4,have,have
16,9,7,5,to,to
16,9,7,6,be,be
16,9,7,7,before,before
16,9,7,8,law,law
16,9,7,9,what,what
16,9,7,10,they,they
16,9,7,11,should,should
16,9,7,12,become,become
16,9,7,13,by,by
16,9,7,14,means,means
16,9,7,15,of,of
16,9,7,16,law,law
16,9,8,0,,
16,9,8,1,The,the
16,9,8,2,legislator,legislator
16,9,8,3,therefore,therefore
16,9,8,4,being,being
16,9,8,5,unable,unable
16,9,8,6,to,to
16,9,8,7,appeal,appeal
16,9,8,8,to,to
16,9,8,9,either,either
16,9,8,10,force,force
16,9,8,11,or,or
16,9,8,12,reason,reason
16,9,8,13,must,must
16,9,8,14,have,have
16,9,8,15,recourse,recourse
16,9,8,16,to,to
16,9,8,17,an,an
16,9,8,18,authority,authority
16,9,8,19,of,of
16,9,8,20,a,a
16,9,8,21,different,different
16,9,8,22,order,order
16,9,8,23,capable,capable
16,9,8,24,of,of
16,9,8,25,constraining,constraining
16,9,8,26,without,without
16,9,8,27,violence,violence
16,9,8,28,and,and
16,9,8,29,persuading,persuading
16,9,8,30,without,without
16,9,8,31,convincing,convincing
16,9,9,0,,
16,10,0,0,This,this
16,10,0,1,is,is
16,10,0,2,what,what
16,10,0,3,has,has
16,10,0,4,in,in
16,10,0,5,all,all
16,10,0,6,ages,ages
16,10,0,7,compelled,compelled
16,10,0,8,the,the
16,10,0,9,fathers,fathers
16,10,0,10,of,of
16,10,0,11,nations,nations
16,10,0,12,to,to
16,10,0,13,have,have
16,10,0,14,recourse,recourse
16,10,0,15,to,to
16,10,0,16,divine,divine
16,10,0,17,intervention,intervention
16,10,0,18,and,and
16,10,0,19,credit,credit
16,10,0,20,the,the
16,10,0,21,gods,gods
16,10,0,22,with,with
16,10,0,23,their,their
16,10,0,24,own,own
16,10,0,25,wisdom,wisdom
16,10,0,26,in,in
16,10,0,27,order,order
16,10,0,28,that,that
16,10,0,29,the,the
16,10,0,30,peoples,peoples
16,10,0,31,submitting,submitting
16,10,0,32,to,to
16,10,0,33,the,the
16,10,0,34,laws,laws
16,10,0,35,of,of
16,10,0,36,the,the
16,10,0,37,State,state
16,10,0,38,as,as
16,10,0,39,to,to
16,10,0,40,those,those
16,10,0,41,of,of
16,10,0,42,nature,nature
16,10,0,43,and,and
16,10,0,44,recognising,recognising
16,10,0,45,the,the
16,10,0,46,same,same
16,10,0,47,power,power
16,10,0,48,in,in
16,10,0,49,the,the
16,10,0,50,formation,formation
16,10,0,51,of,of
16,10,0,52,the,the
16,10,0,53,city,city
16,10,0,54,as,as
16,10,0,55,in,in
16,10,0,56,that,that
16,10,0,57,of,of
16,10,0,58,man,man
16,10,0,59,might,might
16,10,0,60,obey,obey
16,10,0,61,freely,freely
16,10,0,62,and,and
16,10,0,63,bear,bear
16,10,0,64,with,with
16,10,0,65,docility,docility
16,10,0,66,the,the
16,10,0,67,yoke,yoke
16,10,0,68,of,of
16,10,0,69,the,the
16,10,0,70,public,public
16,10,0,71,happiness,happiness
16,10,1,0,,
16,11,0,0,This,this
16,11,0,1,sublime,sublime
16,11,0,2,reason,reason
16,11,0,3,far,far
16,11,0,4,above,above
16,11,0,5,the,the
16,11,0,6,range,range
16,11,0,7,of,of
16,11,0,8,the,the
16,11,0,9,common,common
16,11,0,10,herd,herd
16,11,0,11,is,is
16,11,0,12,that,that
16,11,0,13,whose,whose
16,11,0,14,decisions,decisions
16,11,0,15,the,the
16,11,0,16,legislator,legislator
16,11,0,17,puts,puts
16,11,0,18,into,into
16,11,0,19,the,the
16,11,0,20,mouth,mouth
16,11,0,21,of,of
16,11,0,22,the,the
16,11,0,23,immortals,immortals
16,11,0,24,in,in
16,11,0,25,order,order
16,11,0,26,to,to
16,11,0,27,constrain,constrain
16,11,0,28,by,by
16,11,0,29,divine,divine
16,11,0,30,authority,authority
16,11,0,31,those,those
16,11,0,32,whom,whom
16,11,0,33,human,human
16,11,0,34,prudence,prudence
16,11,0,35,could,could
16,11,0,36,not,not
16,11,0,37,move,move
16,11,1,0,[4],[4]
16,11,1,1,But,but
16,11,1,2,it,it
16,11,1,3,is,is
16,11,1,4,not,not
16,11,1,5,anybody,anybody
16,11,1,6,who,who
16,11,1,7,can,can
16,11,1,8,make,make
16,11,1,9,the,the
16,11,1,10,gods,gods
16,11,1,11,speak,speak
16,11,1,12,or,or
16,11,1,13,get,get
16,11,1,14,himself,himself
16,11,1,15,believed,believed
16,11,1,16,when,when
16,11,1,17,he,he
16,11,1,18,proclaims,proclaims
16,11,1,19,himself,himself
16,11,1,20,their,their
16,11,1,21,interpreter,interpreter
16,11,2,0,,
16,11,2,1,The,the
16,11,2,2,great,great
16,11,2,3,soul,soul
16,11,2,4,of,of
16,11,2,5,the,the
16,11,2,6,legislator,legislator
16,11,2,7,is,is
16,11,2,8,the,the
16,11,2,9,only,only
16,11,2,10,miracle,miracle
16,11,2,11,that,that
16,11,2,12,can,can
16,11,2,13,prove,prove
16,11,2,14,his,his
16,11,2,15,mission,mission
16,11,3,0,,
16,11,3,1,Any,any
16,11,3,2,man,man
16,11,3,3,may,may
16,11,3,4,grave,grave
16,11,3,5,tablets,tablets
16,11,3,6,of,of
16,11,3,7,stone,stone
16,11,3,8,or,or
16,11,3,9,buy,buy
16,11,3,10,an,an
16,11,3,11,oracle,oracle
16,11,4,0,,
16,11,4,1,or,or
16,11,4,2,feign,feign
16,11,4,3,secret,secret
16,11,4,4,intercourse,intercourse
16,11,4,5,with,with
16,11,4,6,some,some
16,11,4,7,divinity,divinity
16,11,4,8,or,or
16,11,4,9,train,train
16,11,4,10,a,a
16,11,4,11,bird,bird
16,11,4,12,to,to
16,11,4,13,whisper,whisper
16,11,4,14,in,in
16,11,4,15,his,his
16,11,4,16,ear,ear
16,11,4,17,or,or
16,11,4,18,find,find
16,11,4,19,other,other
16,11,4,20,vulgar,vulgar
16,11,4,21,ways,ways
16,11,4,22,of,of
16,11,4,23,imposing,imposing
16,11,4,24,on,on
16,11,4,25,the,the
16,11,4,26,people,people
16,11,5,0,,
16,11,5,1,He,he
16,11,5,2,whose,whose
16,11,5,3,knowledge,knowledge
16,11,5,4,goes,goes
16,11,5,5,no,no
16,11,5,6,further,further
16,11,5,7,may,may
16,11,5,8,perhaps,perhaps
16,11,5,9,gather,gather
16,11,5,10,round,round
16,11,5,11,him,him
16,11,5,12,a,a
16,11,5,13,band,band
16,11,5,14,of,of
16,11,5,15,fools,fools
16,11,6,0,,
16,11,6,1,but,but
16,11,6,2,he,he
16,11,6,3,will,will
16,11,6,4,never,never
16,11,6,5,found,found
16,11,6,6,an,an
16,11,6,7,empire,empire
16,11,6,8,and,and
16,11,6,9,his,his
16,11,6,10,extravagances,extravagances
16,11,6,11,will,will
16,11,6,12,quickly,quickly
16,11,6,13,perish,perish
16,11,6,14,with,with
16,11,6,15,him,him
16,11,7,0,,
16,11,7,1,Idle,idle
16,11,7,2,tricks,tricks
16,11,7,3,form,form
16,11,7,4,a,a
16,11,7,5,passing,passing
16,11,7,6,tie,tie
16,11,8,0,,
16,11,8,1,only,only
16,11,8,2,wisdom,wisdom
16,11,8,3,can,can
16,11,8,4,make,make
16,11,8,5,it,it
16,11,8,6,lasting,lasting
16,11,9,0,,
16,11,9,1,The,the
16,11,9,2,Judaic,judaic
16,11,9,3,law,law
16,11,9,4,which,which
16,11,9,5,still,still
16,11,9,6,subsists,subsists
16,11,9,7,and,and
16,11,9,8,that,that
16,11,9,9,of,of
16,11,9,10,the,the
16,11,9,11,child,child
16,11,9,12,of,of
16,11,9,13,Ishmael,ishmael
16,11,9,14,which,which
16,11,9,15,for,for
16,11,9,16,ten,ten
16,11,9,17,centuries,centuries
16,11,9,18,has,has
16,11,9,19,ruled,ruled
16,11,9,20,half,half
16,11,9,21,the,the
16,11,9,22,world,world
16,11,9,23,still,still
16,11,9,24,proclaim,proclaim
16,11,9,25,the,the
16,11,9,26,great,great
16,11,9,27,men,men
16,11,9,28,who,who
16,11,9,29,laid,laid
16,11,9,30,them,them
16,11,9,31,down,down
16,11,10,0,,
16,11,10,1,and,and
16,11,10,2,while,while
16,11,10,3,the,the
16,11,10,4,pride,pride
16,11,10,5,of,of
16,11,10,6,philosophy,philosophy
16,11,10,7,or,or
16,11,10,8,the,the
16,11,10,9,blind,blind
16,11,10,10,spirit,spirit
16,11,10,11,of,of
16,11,10,12,faction,faction
16,11,10,13,sees,sees
16,11,10,14,in,in
16,11,10,15,them,them
16,11,10,16,no,no
16,11,10,17,more,more
16,11,10,18,than,than
16,11,10,19,lucky,lucky
16,11,10,20,impostures,impostures
16,11,10,21,the,the
16,11,10,22,true,true
16,11,10,23,political,political
16,11,10,24,theorist,theorist
16,11,10,25,admires,admires
16,11,10,26,in,in
16,11,10,27,the,the
16,11,10,28,institutions,institutions
16,11,10,29,they,they
16,11,10,30,set,set
16,11,10,31,up,up
16,11,10,32,the,the
16,11,10,33,great,great
16,11,10,34,and,and
16,11,10,35,powerful,powerful
16,11,10,36,genius,genius
16,11,10,37,which,which
16,11,10,38,presides,presides
16,11,10,39,over,over
16,11,10,40,things,things
16,11,10,41,made,made
16,11,10,42,to,to
16,11,10,43,endure,endure
16,11,11,0,,
16,12,0,0,We,we
16,12,0,1,should,should
16,12,0,2,not,not
16,12,0,3,with,with
16,12,0,4,Warburton,warburton
16,12,0,5,conclude,conclude
16,12,0,6,from,from
16,12,0,7,this,this
16,12,0,8,that,that
16,12,0,9,politics,politics
16,12,0,10,and,and
16,12,0,11,religion,religion
16,12,0,12,have,have
16,12,0,13,among,among
16,12,0,14,us,us
16,12,0,15,a,a
16,12,0,16,common,common
16,12,0,17,object,object
16,12,0,18,but,but
16,12,0,19,that,that
16,12,0,20,in,in
16,12,0,21,the,the
16,12,0,22,first,first
16,12,0,23,periods,periods
16,12,0,24,of,of
16,12,0,25,nations,nations
16,12,0,26,the,the
16,12,0,27,one,one
16,12,0,28,is,is
16,12,0,29,used,used
16,12,0,30,as,as
16,12,0,31,an,an
16,12,0,32,instrument,instrument
16,12,0,33,for,for
16,12,0,34,the,the
16,12,0,35,other,other
16,12,1,0,,
16,13,0,0,[1],[1]
16,13,0,1,A,a
16,13,0,2,people,people
16,13,0,3,becomes,becomes
16,13,0,4,famous,famous
16,13,0,5,only,only
16,13,0,6,when,when
16,13,0,7,its,its
16,13,0,8,legislation,legislation
16,13,0,9,begins,begins
16,13,0,10,to,to
16,13,0,11,decline,decline
16,13,1,0,,
16,13,1,1,We,we
16,13,1,2,do,do
16,13,1,3,not,not
16,13,1,4,know,know
16,13,1,5,for,for
16,13,1,6,how,how
16,13,1,7,many,many
