chap_num,para_num,sent_num,token_num,token_str,term_str
1,0,0,0,SUBJECT,subject
1,0,0,1,OF,of
1,0,0,2,THE,the
1,0,0,3,FIRST,first
1,0,0,4,BOOK,book
1,1,0,0,Man,man
1,1,0,1,is,is
1,1,0,2,born,born
1,1,0,3,free,free
1,1,1,0,,
1,1,1,1,and,and
1,1,1,2,everywhere,everywhere
1,1,1,3,he,he
1,1,1,4,is,is
1,1,1,5,in,in
1,1,1,6,chains,chains
1,1,2,0,,
1,1,2,1,One,one
1,1,2,2,thinks,thinks
1,1,2,3,himself,himself
1,1,2,4,the,the
1,1,2,5,master,master
1,1,2,6,of,of
1,1,2,7,others,others
1,1,2,8,and,and
1,1,2,9,still,still
1,1,2,10,remains,remains
1,1,2,11,a,a
1,1,2,12,greater,greater
1,1,2,13,slave,slave
1,1,2,14,than,than
1,1,2,15,they,they
1,1,3,0,,
1,1,3,1,How,how
1,1,3,2,did,did
1,1,3,3,this,this
1,1,3,4,change,change
1,1,3,5,come,come
1,1,3,6,about,about
1,1,4,0,,
1,1,4,1,I,i
1,1,4,2,do,do
1,1,4,3,not,not
1,1,4,4,know,know
1,1,5,0,,
1,1,5,1,What,what
1,1,5,2,can,can
1,1,5,3,make,make
1,1,5,4,it,it
1,1,5,5,legitimate,legitimate
1,1,6,0,,
1,1,6,1,That,that
1,1,6,2,question,question
1,1,6,3,I,i
1,1,6,4,think,think
1,1,6,5,I,i
1,1,6,6,can,can
1,1,6,7,answer,answer
1,1,7,0,,
1,2,0,0,If,if
1,2,0,1,I,i
1,2,0,2,took,took
1,2,0,3,into,into
1,2,0,4,account,account
1,2,0,5,only,only
1,2,0,6,force,force
1,2,0,7,and,and
1,2,0,8,the,the
1,2,0,9,effects,effects
1,2,0,10,derived,derived
1,2,0,11,from,from
1,2,0,12,it,it
1,2,0,13,I,i
1,2,0,14,should,should
1,2,0,15,say,say
1,2,1,0,,
1,2,1,1,"""As","""as"
1,2,1,2,long,long
1,2,1,3,as,as
1,2,1,4,a,a
1,2,1,5,people,people
1,2,1,6,is,is
1,2,1,7,compelled,compelled
1,2,1,8,to,to
1,2,1,9,obey,obey
1,2,1,10,and,and
1,2,1,11,obeys,obeys
1,2,1,12,it,it
1,2,1,13,does,does
1,2,1,14,well,well
1,2,2,0,,
1,2,2,1,as,as
1,2,2,2,soon,soon
1,2,2,3,as,as
1,2,2,4,it,it
1,2,2,5,can,can
1,2,2,6,shake,shake
1,2,2,7,off,off
1,2,2,8,the,the
1,2,2,9,yoke,yoke
1,2,2,10,and,and
1,2,2,11,shakes,shakes
1,2,2,12,it,it
1,2,2,13,off,off
1,2,2,14,it,it
1,2,2,15,does,does
1,2,2,16,still,still
1,2,2,17,better,better
1,2,3,0,,
1,2,3,1,for,for
1,2,3,2,regaining,regaining
1,2,3,3,its,its
1,2,3,4,liberty,liberty
1,2,3,5,by,by
1,2,3,6,the,the
1,2,3,7,same,same
1,2,3,8,right,right
1,2,3,9,as,as
1,2,3,10,took,took
1,2,3,11,it,it
1,2,3,12,away,away
1,2,3,13,either,either
1,2,3,14,it,it
1,2,3,15,is,is
1,2,3,16,justified,justified
1,2,3,17,in,in
1,2,3,18,resuming,resuming
1,2,3,19,it,it
1,2,3,20,or,or
1,2,3,21,there,there
1,2,3,22,was,was
1,2,3,23,no,no
1,2,3,24,justification,justification
1,2,3,25,for,for
1,2,3,26,those,those
1,2,3,27,who,who
1,2,3,28,took,took
1,2,3,29,it,it
1,2,3,30,away,away
1,2,4,0,"""",""""
1,2,4,1,But,but
1,2,4,2,the,the
1,2,4,3,social,social
1,2,4,4,order,order
1,2,4,5,is,is
1,2,4,6,a,a
1,2,4,7,sacred,sacred
1,2,4,8,right,right
1,2,4,9,which,which
1,2,4,10,is,is
1,2,4,11,the,the
1,2,4,12,basis,basis
1,2,4,13,of,of
1,2,4,14,all,all
1,2,4,15,other,other
1,2,4,16,rights,rights
1,2,5,0,,
1,2,5,1,Nevertheless,nevertheless
1,2,5,2,this,this
1,2,5,3,right,right
1,2,5,4,does,does
1,2,5,5,not,not
1,2,5,6,come,come
1,2,5,7,from,from
1,2,5,8,nature,nature
1,2,5,9,and,and
1,2,5,10,must,must
1,2,5,11,therefore,therefore
1,2,5,12,be,be
1,2,5,13,founded,founded
1,2,5,14,on,on
1,2,5,15,conventions,conventions
1,2,6,0,,
1,2,6,1,Before,before
1,2,6,2,coming,coming
1,2,6,3,to,to
1,2,6,4,that,that
1,2,6,5,I,i
1,2,6,6,have,have
1,2,6,7,to,to
1,2,6,8,prove,prove
1,2,6,9,what,what
1,2,6,10,I,i
1,2,6,11,have,have
1,2,6,12,just,just
1,2,6,13,asserted,asserted
1,2,7,0,,
2,0,0,0,THE,the
2,0,0,1,FIRST,first
2,0,0,2,SOCIETIES,societies
2,1,0,0,The,the
2,1,0,1,most,most
2,1,0,2,ancient,ancient
2,1,0,3,of,of
2,1,0,4,all,all
2,1,0,5,societies,societies
2,1,0,6,and,and
2,1,0,7,the,the
2,1,0,8,only,only
2,1,0,9,one,one
2,1,0,10,that,that
2,1,0,11,is,is
2,1,0,12,natural,natural
2,1,0,13,is,is
2,1,0,14,the,the
2,1,0,15,family,family
2,1,1,0,,
2,1,1,1,and,and
2,1,1,2,even,even
2,1,1,3,so,so
2,1,1,4,the,the
2,1,1,5,children,children
2,1,1,6,remain,remain
2,1,1,7,attached,attached
2,1,1,8,to,to
2,1,1,9,the,the
2,1,1,10,father,father
2,1,1,11,only,only
2,1,1,12,so,so
2,1,1,13,long,long
2,1,1,14,as,as
2,1,1,15,they,they
2,1,1,16,need,need
2,1,1,17,him,him
2,1,1,18,for,for
2,1,1,19,their,their
2,1,1,20,preservation,preservation
2,1,2,0,,
2,1,2,1,As,as
2,1,2,2,soon,soon
2,1,2,3,as,as
2,1,2,4,this,this
2,1,2,5,need,need
2,1,2,6,ceases,ceases
2,1,2,7,the,the
2,1,2,8,natural,natural
2,1,2,9,bond,bond
2,1,2,10,is,is
2,1,2,11,dissolved,dissolved
2,1,3,0,,
2,1,3,1,The,the
2,1,3,2,children,children
2,1,3,3,released,released
2,1,3,4,from,from
2,1,3,5,the,the
2,1,3,6,obedience,obedience
2,1,3,7,they,they
2,1,3,8,owed,owed
2,1,3,9,to,to
2,1,3,10,the,the
2,1,3,11,father,father
2,1,3,12,and,and
2,1,3,13,the,the
2,1,3,14,father,father
2,1,3,15,released,released
2,1,3,16,from,from
2,1,3,17,the,the
2,1,3,18,care,care
2,1,3,19,he,he
2,1,3,20,owed,owed
2,1,3,21,his,his
2,1,3,22,children,children
2,1,3,23,return,return
2,1,3,24,equally,equally
2,1,3,25,to,to
2,1,3,26,independence,independence
2,1,4,0,,
2,1,4,1,If,if
2,1,4,2,they,they
2,1,4,3,remain,remain
2,1,4,4,united,united
2,1,4,5,they,they
2,1,4,6,continue,continue
2,1,4,7,so,so
2,1,4,8,no,no
2,1,4,9,longer,longer
2,1,4,10,naturally,naturally
2,1,4,11,but,but
2,1,4,12,voluntarily,voluntarily
2,1,5,0,,
2,1,5,1,and,and
2,1,5,2,the,the
2,1,5,3,family,family
2,1,5,4,itself,itself
2,1,5,5,is,is
2,1,5,6,then,then
2,1,5,7,maintained,maintained
2,1,5,8,only,only
2,1,5,9,by,by
2,1,5,10,convention,convention
2,1,6,0,,
2,2,0,0,This,this
2,2,0,1,common,common
2,2,0,2,liberty,liberty
2,2,0,3,results,results
2,2,0,4,from,from
2,2,0,5,the,the
2,2,0,6,nature,nature
2,2,0,7,of,of
2,2,0,8,man,man
2,2,1,0,,
2,2,1,1,His,his
2,2,1,2,first,first
2,2,1,3,law,law
2,2,1,4,is,is
2,2,1,5,to,to
2,2,1,6,provide,provide
2,2,1,7,for,for
2,2,1,8,his,his
2,2,1,9,own,own
2,2,1,10,preservation,preservation
2,2,1,11,his,his
2,2,1,12,first,first
2,2,1,13,cares,cares
2,2,1,14,are,are
2,2,1,15,those,those
2,2,1,16,which,which
2,2,1,17,he,he
2,2,1,18,owes,owes
2,2,1,19,to,to
2,2,1,20,himself,himself
2,2,2,0,,
2,2,2,1,and,and
2,2,2,2,as,as
2,2,2,3,soon,soon
2,2,2,4,as,as
2,2,2,5,he,he
2,2,2,6,reaches,reaches
2,2,2,7,years,years
2,2,2,8,of,of
2,2,2,9,discretion,discretion
2,2,2,10,he,he
2,2,2,11,is,is
2,2,2,12,the,the
2,2,2,13,sole,sole
2,2,2,14,judge,judge
2,2,2,15,of,of
2,2,2,16,the,the
2,2,2,17,proper,proper
2,2,2,18,means,means
2,2,2,19,of,of
2,2,2,20,preserving,preserving
2,2,2,21,himself,himself
2,2,2,22,and,and
2,2,2,23,consequently,consequently
2,2,2,24,becomes,becomes
2,2,2,25,his,his
2,2,2,26,own,own
2,2,2,27,master,master
2,2,3,0,,
2,3,0,0,The,the
2,3,0,1,family,family
2,3,0,2,then,then
2,3,0,3,may,may
2,3,0,4,be,be
2,3,0,5,called,called
2,3,0,6,the,the
2,3,0,7,first,first
2,3,0,8,model,model
2,3,0,9,of,of
2,3,0,10,political,political
2,3,0,11,societies,societies
2,3,1,0,,
2,3,1,1,the,the
2,3,1,2,ruler,ruler
2,3,1,3,corresponds,corresponds
2,3,1,4,to,to
2,3,1,5,the,the
2,3,1,6,father,father
2,3,1,7,and,and
2,3,1,8,the,the
2,3,1,9,people,people
2,3,1,10,to,to
2,3,1,11,the,the
2,3,1,12,children,children
2,3,2,0,,
2,3,2,1,and,and
2,3,2,2,all,all
2,3,2,3,being,being
2,3,2,4,born,born
2,3,2,5,free,free
2,3,2,6,and,and
2,3,2,7,equal,equal
2,3,2,8,alienate,alienate
2,3,2,9,their,their
2,3,2,10,liberty,liberty
2,3,2,11,only,only
2,3,2,12,for,for
2,3,2,13,their,their
2,3,2,14,own,own
2,3,2,15,advantage,advantage
2,3,3,0,,
2,3,3,1,The,the
2,3,3,2,whole,whole
2,3,3,3,difference,difference
2,3,3,4,is,is
2,3,3,5,that,that
2,3,3,6,in,in
2,3,3,7,the,the
2,3,3,8,family,family
2,3,3,9,the,the
2,3,3,10,love,love
2,3,3,11,of,of
2,3,3,12,the,the
2,3,3,13,father,father
2,3,3,14,for,for
2,3,3,15,his,his
2,3,3,16,children,children
2,3,3,17,repays,repays
2,3,3,18,him,him
2,3,3,19,for,for
2,3,3,20,the,the
2,3,3,21,care,care
2,3,3,22,he,he
2,3,3,23,takes,takes
2,3,3,24,of,of
2,3,3,25,them,them
2,3,3,26,while,while
2,3,3,27,in,in
2,3,3,28,the,the
2,3,3,29,State,state
2,3,3,30,the,the
2,3,3,31,pleasure,pleasure
2,3,3,32,of,of
2,3,3,33,commanding,commanding
2,3,3,34,takes,takes
2,3,3,35,the,the
2,3,3,36,place,place
2,3,3,37,of,of
2,3,3,38,the,the
2,3,3,39,love,love
2,3,3,40,which,which
2,3,3,41,the,the
2,3,3,42,chief,chief
2,3,3,43,cannot,cannot
2,3,3,44,have,have
2,3,3,45,for,for
2,3,3,46,the,the
2,3,3,47,peoples,peoples
2,3,3,48,under,under
2,3,3,49,him,him
2,3,4,0,,
2,4,0,0,Grotius,grotius
2,4,0,1,denies,denies
2,4,0,2,that,that
2,4,0,3,all,all
2,4,0,4,human,human
2,4,0,5,power,power
2,4,0,6,is,is
2,4,0,7,established,established
2,4,0,8,in,in
2,4,0,9,favour,favour
2,4,0,10,of,of
2,4,0,11,the,the
2,4,0,12,governed,governed
2,4,0,13,and,and
2,4,0,14,quotes,quotes
2,4,0,15,slavery,slavery
2,4,0,16,as,as
2,4,0,17,an,an
2,4,0,18,example,example
2,4,1,0,,
2,4,1,1,His,his
2,4,1,2,usual,usual
2,4,1,3,method,method
2,4,1,4,of,of
2,4,1,5,reasoning,reasoning
2,4,1,6,is,is
2,4,1,7,constantly,constantly
2,4,1,8,to,to
2,4,1,9,establish,establish
2,4,1,10,right,right
2,4,1,11,by,by
2,4,1,12,fact,fact
2,4,2,0,[1],[1]
2,4,2,1,It,it
2,4,2,2,would,would
2,4,2,3,be,be
2,4,2,4,possible,possible
2,4,2,5,to,to
2,4,2,6,employ,employ
2,4,2,7,a,a
2,4,2,8,more,more
2,4,2,9,logical,logical
2,4,2,10,method,method
2,4,2,11,but,but
2,4,2,12,none,none
2,4,2,13,could,could
2,4,2,14,be,be
2,4,2,15,more,more
2,4,2,16,favourable,favourable
2,4,2,17,to,to
2,4,2,18,tyrants,tyrants
2,4,3,0,,
2,5,0,0,It,it
2,5,0,1,is,is
2,5,0,2,then,then
2,5,0,3,according,according
2,5,0,4,to,to
2,5,0,5,Grotius,grotius
2,5,0,6,doubtful,doubtful
2,5,0,7,whether,whether
2,5,0,8,the,the
2,5,0,9,human,human
2,5,0,10,race,race
2,5,0,11,belongs,belongs
2,5,0,12,to,to
2,5,0,13,a,a
2,5,0,14,hundred,hundred
2,5,0,15,men,men
2,5,0,16,or,or
2,5,0,17,that,that
2,5,0,18,hundred,hundred
2,5,0,19,men,men
2,5,0,20,to,to
2,5,0,21,the,the
2,5,0,22,human,human
2,5,0,23,race,race
2,5,1,0,,
2,5,1,1,and,and
2,5,1,2,throughout,throughout
2,5,1,3,his,his
2,5,1,4,book,book
2,5,1,5,he,he
2,5,1,6,seems,seems
2,5,1,7,to,to
2,5,1,8,incline,incline
2,5,1,9,to,to
2,5,1,10,the,the
2,5,1,11,former,former
2,5,1,12,alternative,alternative
2,5,1,13,which,which
2,5,1,14,is,is
2,5,1,15,also,also
2,5,1,16,the,the
2,5,1,17,view,view
2,5,1,18,of,of
2,5,1,19,Hobbes,hobbes
2,5,2,0,,
2,5,2,1,On,on
2,5,2,2,this,this
2,5,2,3,showing,showing
2,5,2,4,the,the
2,5,2,5,human,human
2,5,2,6,species,species
2,5,2,7,is,is
2,5,2,8,divided,divided
2,5,2,9,into,into
2,5,2,10,so,so
2,5,2,11,many,many
2,5,2,12,herds,herds
2,5,2,13,of,of
2,5,2,14,cattle,cattle
2,5,2,15,each,each
2,5,2,16,with,with
2,5,2,17,its,its
2,5,2,18,ruler,ruler
2,5,2,19,who,who
2,5,2,20,keeps,keeps
2,5,2,21,guard,guard
2,5,2,22,over,over
2,5,2,23,them,them
2,5,2,24,for,for
2,5,2,25,the,the
2,5,2,26,purpose,purpose
2,5,2,27,of,of
2,5,2,28,devouring,devouring
2,5,2,29,them,them
2,5,3,0,,
2,6,0,0,As,as
2,6,0,1,a,a
2,6,0,2,shepherd,shepherd
2,6,0,3,is,is
2,6,0,4,of,of
2,6,0,5,a,a
2,6,0,6,nature,nature
2,6,0,7,superior,superior
2,6,0,8,to,to
2,6,0,9,that,that
2,6,0,10,of,of
2,6,0,11,his,his
2,6,0,12,flock,flock
2,6,0,13,the,the
2,6,0,14,shepherds,shepherds
2,6,0,15,of,of
2,6,0,16,men,men
2,6,0,17,i,i
2,6,1,0,e,e
2,6,2,0,,
2,6,2,1,their,their
2,6,2,2,rulers,rulers
2,6,2,3,are,are
2,6,2,4,of,of
2,6,2,5,a,a
2,6,2,6,nature,nature
2,6,2,7,superior,superior
2,6,2,8,to,to
2,6,2,9,that,that
2,6,2,10,of,of
2,6,2,11,the,the
2,6,2,12,peoples,peoples
2,6,2,13,under,under
2,6,2,14,them,them
2,6,3,0,,
2,6,3,1,Thus,thus
2,6,3,2,Philo,philo
2,6,3,3,tells,tells
2,6,3,4,us,us
2,6,3,5,the,the
2,6,3,6,Emperor,emperor
2,6,3,7,Caligula,caligula
2,6,3,8,reasoned,reasoned
2,6,3,9,concluding,concluding
2,6,3,10,equally,equally
2,6,3,11,well,well
2,6,3,12,either,either
2,6,3,13,that,that
2,6,3,14,kings,kings
2,6,3,15,were,were
2,6,3,16,gods,gods
2,6,3,17,or,or
2,6,3,18,that,that
2,6,3,19,men,men
2,6,3,20,were,were
2,6,3,21,beasts,beasts
2,6,4,0,,
2,7,0,0,The,the
2,7,0,1,reasoning,reasoning
2,7,0,2,of,of
2,7,0,3,Caligula,caligula
2,7,0,4,agrees,agrees
2,7,0,5,with,with
2,7,0,6,that,that
2,7,0,7,of,of
2,7,0,8,Hobbes,hobbes
2,7,0,9,and,and
2,7,0,10,Grotius,grotius
2,7,1,0,,
2,7,1,1,Aristotle,aristotle
2,7,1,2,before,before
2,7,1,3,any,any
2,7,1,4,of,of
2,7,1,5,them,them
2,7,1,6,had,had
2,7,1,7,said,said
2,7,1,8,that,that
2,7,1,9,men,men
2,7,1,10,are,are
2,7,1,11,by,by
2,7,1,12,no,no
2,7,1,13,means,means
2,7,1,14,equal,equal
2,7,1,15,naturally,naturally
2,7,1,16,but,but
2,7,1,17,that,that
2,7,1,18,some,some
2,7,1,19,are,are
2,7,1,20,born,born
2,7,1,21,for,for
2,7,1,22,slavery,slavery
2,7,1,23,and,and
2,7,1,24,others,others
2,7,1,25,for,for
2,7,1,26,dominion,dominion
2,7,2,0,,
2,8,0,0,Aristotle,aristotle
2,8,0,1,was,was
2,8,0,2,right,right
2,8,1,0,,
2,8,1,1,but,but
2,8,1,2,he,he
2,8,1,3,took,took
2,8,1,4,the,the
2,8,1,5,effect,effect
2,8,1,6,for,for
2,8,1,7,the,the
2,8,1,8,cause,cause
2,8,2,0,,
2,8,2,1,Nothing,nothing
2,8,2,2,can,can
2,8,2,3,be,be
2,8,2,4,more,more
2,8,2,5,certain,certain
2,8,2,6,than,than
2,8,2,7,that,that
2,8,2,8,every,every
2,8,2,9,man,man
2,8,2,10,born,born
2,8,2,11,in,in
2,8,2,12,slavery,slavery
2,8,2,13,is,is
2,8,2,14,born,born
2,8,2,15,for,for
2,8,2,16,slavery,slavery
2,8,3,0,,
2,8,3,1,Slaves,slaves
2,8,3,2,lose,lose
2,8,3,3,everything,everything
2,8,3,4,in,in
2,8,3,5,their,their
2,8,3,6,chains,chains
2,8,3,7,even,even
2,8,3,8,the,the
2,8,3,9,desire,desire
2,8,3,10,of,of
2,8,3,11,escaping,escaping
2,8,3,12,from,from
2,8,3,13,them,them
2,8,4,0,,
2,8,4,1,they,they
2,8,4,2,love,love
2,8,4,3,their,their
2,8,4,4,servitude,servitude
2,8,4,5,as,as
2,8,4,6,the,the
2,8,4,7,comrades,comrades
2,8,4,8,of,of
2,8,4,9,Ulysses,ulysses
2,8,4,10,loved,loved
2,8,4,11,their,their
2,8,4,12,brutish,brutish
2,8,4,13,condition,condition
2,8,5,0,[2],[2]
2,8,5,1,If,if
2,8,5,2,then,then
2,8,5,3,there,there
2,8,5,4,are,are
2,8,5,5,slaves,slaves
2,8,5,6,by,by
2,8,5,7,nature,nature
2,8,5,8,it,it
2,8,5,9,is,is
2,8,5,10,because,because
2,8,5,11,there,there
2,8,5,12,have,have
2,8,5,13,been,been
2,8,5,14,slaves,slaves
2,8,5,15,against,against
2,8,5,16,nature,nature
2,8,6,0,,
2,8,6,1,Force,force
2,8,6,2,made,made
2,8,6,3,the,the
2,8,6,4,first,first
2,8,6,5,slaves,slaves
2,8,6,6,and,and
2,8,6,7,their,their
2,8,6,8,cowardice,cowardice
2,8,6,9,perpetuated,perpetuated
2,8,6,10,the,the
2,8,6,11,condition,condition
2,8,7,0,,
2,9,0,0,I,i
2,9,0,1,have,have
2,9,0,2,said,said
2,9,0,3,nothing,nothing
2,9,0,4,of,of
2,9,0,5,King,king
2,9,0,6,Adam,adam
2,9,0,7,or,or
2,9,0,8,Emperor,emperor
2,9,0,9,Noah,noah
2,9,0,10,father,father
2,9,0,11,of,of
2,9,0,12,the,the
2,9,0,13,three,three
2,9,0,14,great,great
2,9,0,15,monarchs,monarchs
2,9,0,16,who,who
2,9,0,17,shared,shared
2,9,0,18,out,out
2,9,0,19,the,the
2,9,0,20,universe,universe
2,9,0,21,like,like
2,9,0,22,the,the
2,9,0,23,children,children
2,9,0,24,of,of
2,9,0,25,Saturn,saturn
2,9,0,26,whom,whom
2,9,0,27,some,some
2,9,0,28,scholars,scholars
2,9,0,29,have,have
2,9,0,30,recognised,recognised
2,9,0,31,in,in
2,9,0,32,them,them
2,9,1,0,,
2,9,1,1,I,i
2,9,1,2,trust,trust
2,9,1,3,to,to
2,9,1,4,getting,getting
2,9,1,5,due,due
2,9,1,6,thanks,thanks
2,9,1,7,for,for
2,9,1,8,my,my
2,9,1,9,moderation,moderation
2,9,2,0,,
2,9,2,1,for,for
2,9,2,2,being,being
2,9,2,3,a,a
2,9,2,4,direct,direct
2,9,2,5,descendant,descendant
2,9,2,6,of,of
2,9,2,7,one,one
2,9,2,8,of,of
2,9,2,9,these,these
2,9,2,10,princes,princes
2,9,2,11,perhaps,perhaps
2,9,2,12,of,of
2,9,2,13,the,the
2,9,2,14,eldest,eldest
2,9,2,15,branch,branch
2,9,2,16,how,how
2,9,2,17,do,do
2,9,2,18,I,i
2,9,2,19,know,know
2,9,2,20,that,that
2,9,2,21,a,a
2,9,2,22,verification,verification
2,9,2,23,of,of
2,9,2,24,titles,titles
2,9,2,25,might,might
2,9,2,26,not,not
2,9,2,27,leave,leave
2,9,2,28,me,me
2,9,2,29,the,the
2,9,2,30,legitimate,legitimate
2,9,2,31,king,king
2,9,2,32,of,of
2,9,2,33,the,the
2,9,2,34,human,human
2,9,2,35,race,race
2,9,3,0,,
2,9,3,1,In,in
2,9,3,2,any,any
2,9,3,3,case,case
2,9,3,4,there,there
2,9,3,5,can,can
2,9,3,6,be,be
2,9,3,7,no,no
2,9,3,8,doubt,doubt
2,9,3,9,that,that
2,9,3,10,Adam,adam
2,9,3,11,was,was
2,9,3,12,sovereign,sovereign
2,9,3,13,of,of
2,9,3,14,the,the
2,9,3,15,world,world
2,9,3,16,as,as
2,9,3,17,Robinson,robinson
2,9,3,18,Crusoe,crusoe
2,9,3,19,was,was
2,9,3,20,of,of
2,9,3,21,his,his
2,9,3,22,island,island
2,9,3,23,as,as
2,9,3,24,long,long
2,9,3,25,as,as
2,9,3,26,he,he
2,9,3,27,was,was
2,9,3,28,its,its
2,9,3,29,only,only
2,9,3,30,inhabitant,inhabitant
2,9,4,0,,
2,9,4,1,and,and
2,9,4,2,this,this
2,9,4,3,empire,empire
2,9,4,4,had,had
2,9,4,5,the,the
2,9,4,6,advantage,advantage
2,9,4,7,that,that
2,9,4,8,the,the
2,9,4,9,monarch,monarch
2,9,4,10,safe,safe
2,9,4,11,on,on
2,9,4,12,his,his
2,9,4,13,throne,throne
2,9,4,14,had,had
2,9,4,15,no,no
2,9,4,16,rebellions,rebellions
2,9,4,17,wars,wars
2,9,4,18,or,or
2,9,4,19,conspirators,conspirators
2,9,4,20,to,to
2,9,4,21,fear,fear
2,9,5,0,,
2,10,0,0,[1],[1]
2,10,0,1,"""Learned","""learned"
2,10,0,2,inquiries,inquiries
2,10,0,3,into,into
2,10,0,4,public,public
2,10,0,5,right,right
2,10,0,6,are,are
2,10,0,7,often,often
2,10,0,8,only,only
2,10,0,9,the,the
2,10,0,10,history,history
2,10,0,11,of,of
2,10,0,12,past,past
2,10,0,13,abuses,abuses
2,10,1,0,,
2,10,1,1,and,and
2,10,1,2,troubling,troubling
2,10,1,3,to,to
2,10,1,4,study,study
2,10,1,5,them,them
2,10,1,6,too,too
2,10,1,7,deeply,deeply
2,10,1,8,is,is
2,10,1,9,a,a
2,10,1,10,profitless,profitless
2,10,1,11,"infatuation""","infatuation"""
2,10,1,12,(Essay,(essay
2,10,1,13,on,on
2,10,1,14,the,the
2,10,1,15,Interests,interests
2,10,1,16,of,of
2,10,1,17,France,france
2,10,1,18,in,in
2,10,1,19,Relation,relation
2,10,1,20,to,to
2,10,1,21,its,its
2,10,1,22,Neighbours,neighbours
2,10,1,23,by,by
2,10,1,24,the,the
2,10,1,25,Marquis,marquis
2,10,1,26,d,d
2,10,1,27,Argenson),argenson)
2,10,2,0,,
2,10,2,1,This,this
2,10,2,2,is,is
2,10,2,3,exactly,exactly
2,10,2,4,what,what
2,10,2,5,Grotius,grotius
2,10,2,6,has,has
2,10,2,7,done,done
2,10,3,0,,
2,11,0,0,[2],[2]
2,11,0,1,See,see
2,11,0,2,a,a
2,11,0,3,short,short
2,11,0,4,treatise,treatise
2,11,0,5,of,of
2,11,0,6,Plutarch,plutarch
2,11,0,7,s,s
2,11,0,8,entitled,entitled
2,11,0,9,"""That","""that"
2,11,0,10,Animals,animals
2,11,0,11,Reason,reason
2,11,1,0,"""",""""
3,0,0,0,THE,the
3,0,0,1,RIGHT,right
3,0,0,2,OF,of
3,0,0,3,THE,the
3,0,0,4,STRONGEST,strongest
3,1,0,0,The,the
3,1,0,1,strongest,strongest
3,1,0,2,is,is
3,1,0,3,never,never
3,1,0,4,strong,strong
3,1,0,5,enough,enough
3,1,0,6,to,to
3,1,0,7,be,be
3,1,0,8,always,always
3,1,0,9,the,the
3,1,0,10,master,master
3,1,0,11,unless,unless
3,1,0,12,he,he
3,1,0,13,transforms,transforms
3,1,0,14,strength,strength
3,1,0,15,into,into
3,1,0,16,right,right
3,1,0,17,and,and
3,1,0,18,obedience,obedience
3,1,0,19,into,into
3,1,0,20,duty,duty
3,1,1,0,,
3,1,1,1,Hence,hence
3,1,1,2,the,the
3,1,1,3,right,right
3,1,1,4,of,of
3,1,1,5,the,the
3,1,1,6,strongest,strongest
3,1,1,7,which,which
3,1,1,8,though,though
3,1,1,9,to,to
3,1,1,10,all,all
3,1,1,11,seeming,seeming
3,1,1,12,meant,meant
3,1,1,13,ironically,ironically
3,1,1,14,is,is
3,1,1,15,really,really
3,1,1,16,laid,laid
3,1,1,17,down,down
3,1,1,18,as,as
3,1,1,19,a,a
3,1,1,20,fundamental,fundamental
3,1,1,21,principle,principle
3,1,2,0,,
3,1,2,1,But,but
3,1,2,2,are,are
3,1,2,3,we,we
3,1,2,4,never,never
3,1,2,5,to,to
3,1,2,6,have,have
3,1,2,7,an,an
3,1,2,8,explanation,explanation
3,1,2,9,of,of
3,1,2,10,this,this
3,1,2,11,phrase,phrase
3,1,3,0,,
3,1,3,1,Force,force
3,1,3,2,is,is
3,1,3,3,a,a
3,1,3,4,physical,physical
3,1,3,5,power,power
3,1,3,6,and,and
3,1,3,7,I,i
3,1,3,8,fail,fail
3,1,3,9,to,to
3,1,3,10,see,see
3,1,3,11,what,what
3,1,3,12,moral,moral
3,1,3,13,effect,effect
3,1,3,14,it,it
3,1,3,15,can,can
3,1,3,16,have,have
3,1,4,0,,
3,1,4,1,To,to
3,1,4,2,yield,yield
3,1,4,3,to,to
3,1,4,4,force,force
3,1,4,5,is,is
3,1,4,6,an,an
3,1,4,7,act,act
3,1,4,8,of,of
3,1,4,9,necessity,necessity
3,1,4,10,not,not
3,1,4,11,of,of
3,1,4,12,will,will
3,1,4,13,at,at
3,1,4,14,the,the
3,1,4,15,most,most
3,1,4,16,an,an
3,1,4,17,act,act
3,1,4,18,of,of
3,1,4,19,prudence,prudence
3,1,5,0,,
3,1,5,1,In,in
3,1,5,2,what,what
3,1,5,3,sense,sense
3,1,5,4,can,can
3,1,5,5,it,it
3,1,5,6,be,be
3,1,5,7,a,a
3,1,5,8,duty,duty
3,1,6,0,,
3,2,0,0,Suppose,suppose
3,2,0,1,for,for
3,2,0,2,a,a
3,2,0,3,moment,moment
3,2,0,4,that,that
3,2,0,5,this,this
3,2,0,6,so,so
3,2,0,7,called,called
3,2,0,8,"""right""","""right"""
3,2,0,9,exists,exists
3,2,1,0,,
3,2,1,1,I,i
3,2,1,2,maintain,maintain
3,2,1,3,that,that
3,2,1,4,the,the
3,2,1,5,sole,sole
3,2,1,6,result,result
3,2,1,7,is,is
3,2,1,8,a,a
3,2,1,9,mass,mass
3,2,1,10,of,of
3,2,1,11,inexplicable,inexplicable
3,2,1,12,nonsense,nonsense
3,2,2,0,,
3,2,2,1,For,for
3,2,2,2,if,if
3,2,2,3,force,force
3,2,2,4,creates,creates
3,2,2,5,right,right
3,2,2,6,the,the
